stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,0.833,-4.347,-1.008,-1.587,-1.178,-1.605,-0.542,-0.786,-0.803,5166164449.710,-0.192
norefined,2,0.350,-4.364,-1.084,-1.589,-1.264,-1.629,-0.596,-0.799,-0.819,2837408173.726,-0.080
norefined,3,-0.145,-4.366,-1.110,-1.553,-1.300,-1.650,-0.619,-0.815,-0.815,1834482824.220,0.033
norefined,4,-0.603,-4.373,-1.197,-1.409,-1.330,-1.578,-0.584,-0.751,-0.809,1614916791.332,0.138
norefined,5,-0.605,-4.380,-1.547,-1.220,-1.343,-1.394,-0.510,-0.544,-0.711,1365609421.649,0.138
norefined,6,-0.721,-4.365,-1.851,-0.995,-1.334,-1.216,-0.384,-0.358,-0.604,1099590351.683,0.165
norefined,7,-0.777,-4.353,-2.132,-0.754,-1.288,-1.032,-0.221,-0.178,-0.482,837970171.431,0.179
norefined,8,-0.734,-4.349,-2.385,-0.516,-1.209,-0.839,-0.049,0.011,-0.344,605296649.326,0.169
norefined,9,-0.724,-4.343,-2.583,-0.260,-1.106,-0.634,0.138,0.198,-0.196,442847158.636,0.167
norefined,10,-0.605,-4.391,-2.711,-0.026,-0.921,-0.379,0.321,0.343,-0.103,403859933.761,0.138
refined,11,-0.605,-4.391,-2.711,-0.026,-0.921,-0.379,0.321,0.343,-0.103,403859933.761,0.138
refined,12,-0.797,-4.843,-2.737,0.102,-0.084,0.294,0.057,0.349,-0.676,332151506.021,0.165
refined,13,-0.834,-4.977,-2.988,0.069,-0.182,0.189,0.110,0.316,-0.648,329393366.978,0.168
refined,14,-0.868,-5.154,-3.068,0.082,-0.146,0.208,0.090,0.325,-0.681,329238987.118,0.168
refined,15,-0.854,-5.066,-3.048,0.075,-0.150,0.196,0.087,0.304,-0.659,329215312.004,0.169
refined,16,-0.866,-5.137,-3.073,0.079,-0.146,0.202,0.086,0.315,-0.673,329205883.031,0.169
refined,17,-0.859,-5.094,-3.059,0.077,-0.147,0.198,0.085,0.307,-0.664,329202734.685,0.169
refined,18,-0.864,-5.122,-3.069,0.078,-0.146,0.200,0.086,0.312,-0.670,329201365.325,0.169
refined,19,-0.861,-5.104,-3.062,0.077,-0.147,0.199,0.085,0.309,-0.666,329200847.432,0.169
refined,20,-0.863,-5.116,-3.066,0.078,-0.147,0.200,0.085,0.311,-0.669,329200631.987,0.169
