stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,36.947,1.727,0.000,76,0,9,3685205763.098,618012241.263
refined,45.705,1.727,0.000,76,0,9,3685205763.098,516174210.429
