stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-0.785,-6.328,-1.278,-1.476,-0.705,1.325,0.461,0.018,0.155,1164996386.842,1584,0,0,0.124
norefined,2,-0.493,-6.296,-1.675,-1.450,-0.649,1.333,0.424,-0.010,0.168,804429902.050,1584,0,0,0.078
norefined,3,-0.541,-6.190,-2.138,-1.361,-0.566,1.336,0.417,0.064,0.211,634121966.379,1584,0,0,0.087
norefined,4,-0.604,-6.086,-2.532,-1.204,-0.471,1.227,0.457,0.246,0.207,542886320.035,1584,0,0,0.099
norefined,5,-0.652,-6.003,-2.807,-1.023,-0.417,0.979,0.523,0.466,0.086,493649901.942,1584,0,0,0.109
norefined,6,-1.058,-5.950,-2.823,-0.979,-0.467,0.775,0.542,0.549,-0.084,590940449.622,1584,0,0,0.178
norefined,7,-0.583,-5.992,-2.927,-0.903,-0.432,0.740,0.567,0.588,-0.038,503051306.233,1584,0,0,0.097
norefined,8,-1.067,-5.965,-2.851,-0.968,-0.481,0.725,0.547,0.565,-0.080,588461786.669,1584,0,0,0.179
norefined,9,-0.593,-6.007,-2.954,-0.891,-0.444,0.693,0.572,0.602,-0.030,501772939.557,1584,0,0,0.099
norefined,10,-1.075,-5.982,-2.874,-0.960,-0.494,0.681,0.551,0.576,-0.071,586554054.602,1584,0,0,0.180
refined,11,-0.652,-6.003,-2.807,-1.023,-0.417,0.979,0.523,0.466,0.086,493649901.942,1584,0,0,0.109
refined,12,-0.635,-4.283,-2.243,-0.427,-0.373,-0.078,0.181,0.309,0.278,470194597.398,1584,0,0,0.148
refined,13,-0.690,-4.993,-2.526,-0.504,-0.280,0.177,0.383,0.282,0.122,465393467.259,1584,0,0,0.138
refined,14,-0.718,-5.150,-2.594,-0.512,-0.305,0.176,0.409,0.306,0.127,465214393.048,1584,0,0,0.139
refined,15,-0.734,-5.260,-2.641,-0.518,-0.303,0.173,0.424,0.308,0.122,465173311.946,1584,0,0,0.140
refined,16,-0.742,-5.308,-2.662,-0.523,-0.303,0.164,0.425,0.310,0.125,465158930.625,1584,0,0,0.140
refined,17,-0.745,-5.336,-2.674,-0.528,-0.302,0.157,0.424,0.310,0.128,465152152.691,1584,0,0,0.140
refined,18,-0.747,-5.352,-2.680,-0.533,-0.301,0.151,0.421,0.311,0.131,465148421.214,1584,0,0,0.140
refined,19,-0.749,-5.362,-2.685,-0.536,-0.300,0.146,0.418,0.311,0.133,465146250.706,1584,0,0,0.140
refined,20,-0.749,-5.370,-2.688,-0.539,-0.300,0.142,0.416,0.311,0.136,465144963.171,1584,0,0,0.140
