stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,105.122,1.727,0.000,0,9,3577828758.664,236615927.100,76
refined,181.206,1.727,0.000,0,9,3577828758.664,141187003.970,76
