stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,35.891,2.023,0.000,0,9,2220590335.905,381464363.160,76
refined,70.441,2.023,0.000,0,9,2220590335.905,212247896.971,76
