stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.995,"[-1.679, -0.31]",0.684,-2.901,0.005
norefined,c,-5.936,"[-9.874, -1.999]",3.937,-3.009,0.004
norefined,s,-3.349,"[-5.688, -1.009]",2.340,-2.857,0.006
norefined,k0,0.131,"[-0.711, 0.973]",0.842,0.310,0.757
norefined,k1,0.084,"[-1.176, 1.343]",1.260,0.133,0.895
norefined,k2,-0.980,"[-1.772, -0.188]",0.792,-2.470,0.016
norefined,k3,0.601,"[-0.943, 2.146]",1.544,0.777,0.440
norefined,k4,-0.354,"[-1.161, 0.452]",0.807,-0.876,0.384
norefined,k5,0.620,"[-0.527, 1.767]",1.147,1.079,0.284
refined,tt,-0.443,"[-0.575, -0.311]",0.132,-6.710,0.000
refined,c,-2.539,"[-3.331, -1.746]",0.793,-6.391,0.000
refined,s,-1.336,"[-1.765, -0.906]",0.429,-6.212,0.000
refined,k0,-0.092,"[-0.36, 0.176]",0.268,-0.683,0.497
refined,k1,0.294,"[-0.138, 0.726]",0.432,1.360,0.178
refined,k2,0.100,"[-0.175, 0.376]",0.275,0.728,0.469
refined,k3,-0.032,"[-0.529, 0.464]",0.497,-0.129,0.897
refined,k4,0.302,"[0.048, 0.556]",0.254,2.376,0.020
refined,k5,0.258,"[-0.093, 0.608]",0.351,1.466,0.147
