stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,75.260,2.023,0.000,0,9,2485359431.983,223712738.292,76
refined,198.733,2.023,0.000,0,9,2485359431.983,89739031.797,76
