stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-2.500,-7.666,-4.099,-1.874,1.391,1.330,0.754,-1.091,0.156,958166849.301,1584,0,0,0.326
norefined,2,-2.054,-7.786,-4.193,-1.828,1.265,1.246,0.759,-1.100,0.102,570285181.360,1584,0,0,0.264
norefined,3,-1.639,-7.934,-4.225,-1.724,1.074,1.173,0.767,-1.105,0.059,421115577.706,1584,0,0,0.207
norefined,4,-1.407,-8.068,-4.159,-1.533,0.720,1.203,0.722,-1.026,0.119,332011760.996,1584,0,0,0.174
norefined,5,-1.408,-8.158,-4.049,-1.332,0.321,1.265,0.616,-0.922,0.188,245420998.899,1584,0,0,0.173
norefined,6,-1.431,-8.241,-3.932,-1.102,-0.060,1.298,0.494,-0.826,0.260,195678972.482,1584,0,0,0.174
norefined,7,-1.472,-8.266,-3.926,-0.753,-0.327,1.181,0.372,-0.765,0.411,176884690.044,1584,0,0,0.178
norefined,8,-1.220,-8.233,-4.127,-0.576,-0.223,0.889,0.333,-0.867,0.486,186240226.672,1584,0,0,0.148
norefined,9,-1.694,-8.188,-4.036,-0.503,-0.254,0.868,0.282,-0.831,0.547,181053586.267,1584,0,0,0.207
norefined,10,-1.219,-8.234,-4.152,-0.454,-0.245,0.797,0.280,-0.861,0.542,181955672.318,1584,0,0,0.148
refined,11,-1.472,-8.266,-3.926,-0.753,-0.327,1.181,0.372,-0.765,0.411,176884690.044,1584,0,0,0.178
refined,12,-0.661,-3.789,-2.337,0.440,-0.041,-0.470,-0.452,0.107,0.204,145898236.298,1584,0,0,0.174
refined,13,-0.688,-4.072,-2.417,0.075,-0.143,-0.297,-0.270,0.096,0.227,136797851.703,1584,0,0,0.169
refined,14,-0.649,-3.881,-2.298,0.038,-0.149,-0.276,-0.209,0.080,0.225,136630994.889,1584,0,0,0.167
refined,15,-0.652,-3.902,-2.317,0.026,-0.158,-0.284,-0.223,0.082,0.226,136607043.034,1584,0,0,0.167
refined,16,-0.644,-3.859,-2.293,0.026,-0.157,-0.283,-0.214,0.082,0.224,136602495.952,1584,0,0,0.167
refined,17,-0.645,-3.867,-2.298,0.023,-0.159,-0.284,-0.218,0.082,0.224,136601574.627,1584,0,0,0.167
refined,18,-0.643,-3.858,-2.293,0.023,-0.158,-0.284,-0.216,0.082,0.224,136601392.093,1584,0,0,0.167
refined,19,-0.643,-3.860,-2.295,0.023,-0.159,-0.284,-0.217,0.082,0.224,136601354.465,1584,0,0,0.167
refined,20,-0.643,-3.858,-2.294,0.023,-0.159,-0.284,-0.216,0.082,0.224,136601346.683,1584,0,0,0.167
