stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.146,"[-2.125, -0.167]",0.979,-2.336,0.022
norefined,c,-8.416,"[-15.056, -1.775]",6.640,-2.530,0.014
norefined,s,-3.806,"[-6.543, -1.069]",2.737,-2.776,0.007
norefined,k0,-0.862,"[-1.712, -0.012]",0.850,-2.025,0.047
norefined,k1,-0.335,"[-1.07, 0.4]",0.735,-0.910,0.366
norefined,k2,1.148,"[-0.172, 2.469]",1.320,1.736,0.087
norefined,k3,0.500,"[-0.618, 1.619]",1.118,0.893,0.375
norefined,k4,-0.816,"[-2.099, 0.467]",1.283,-1.269,0.209
norefined,k5,0.314,"[-0.637, 1.265]",0.951,0.659,0.512
refined,tt,-1.019,"[-1.767, -0.271]",0.748,-2.719,0.008
refined,c,-6.130,"[-10.446, -1.814]",4.316,-2.835,0.006
refined,s,-2.934,"[-4.826, -1.043]",1.891,-3.097,0.003
refined,k0,0.108,"[-0.456, 0.672]",0.564,0.382,0.703
refined,k1,-0.335,"[-0.824, 0.155]",0.490,-1.365,0.177
refined,k2,-0.011,"[-0.655, 0.633]",0.644,-0.033,0.973
refined,k3,0.397,"[-0.309, 1.103]",0.706,1.122,0.266
refined,k4,-0.266,"[-1.023, 0.492]",0.757,-0.700,0.486
refined,k5,0.149,"[-0.37, 0.668]",0.519,0.573,0.569
