stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-2.286,-6.194,-2.796,-0.742,0.773,0.176,-1.546,1.377,-0.225,1666364404.151,0.369
norefined,2,-1.829,-6.308,-2.911,-0.777,0.687,0.256,-1.540,1.374,-0.237,1376797689.739,0.290
norefined,3,-1.370,-6.392,-3.013,-0.770,0.632,0.388,-1.521,1.365,-0.225,1142155939.594,0.214
norefined,4,-0.897,-6.419,-3.144,-0.769,0.602,0.446,-1.480,1.378,-0.169,873346522.485,0.140
norefined,5,-0.472,-6.418,-3.282,-0.708,0.628,0.610,-1.357,1.331,-0.131,996347280.884,0.074
norefined,6,-0.968,-6.368,-3.287,-0.690,0.649,0.629,-1.361,1.325,-0.115,852089773.859,0.152
norefined,7,-0.505,-6.388,-3.370,-0.653,0.669,0.746,-1.252,1.309,-0.082,946790751.602,0.079
norefined,8,-1.001,-6.336,-3.373,-0.636,0.688,0.760,-1.261,1.303,-0.065,836296816.234,0.158
norefined,9,-0.530,-6.362,-3.440,-0.606,0.704,0.860,-1.159,1.299,-0.031,913401240.936,0.083
norefined,10,-1.026,-6.309,-3.441,-0.594,0.720,0.866,-1.174,1.291,-0.015,824327063.978,0.163
refined,11,-1.026,-6.309,-3.441,-0.594,0.720,0.866,-1.174,1.291,-0.015,824327063.978,0.163
refined,12,-0.302,-2.428,-1.503,-0.216,-0.243,0.836,0.671,0.147,0.489,830036068.511,0.125
refined,13,-0.116,-0.456,-0.242,0.116,0.161,0.294,-0.337,0.067,-0.154,949493431.760,0.255
refined,14,-0.152,-0.977,-0.593,0.048,0.048,0.413,-0.015,0.153,0.090,585019901.405,0.156
refined,15,-0.168,-1.097,-0.683,0.036,0.019,0.442,0.027,0.145,0.131,573519365.863,0.153
refined,16,-0.171,-1.117,-0.697,0.029,0.017,0.450,0.025,0.141,0.132,573103397.081,0.154
refined,17,-0.172,-1.121,-0.699,0.027,0.016,0.452,0.024,0.141,0.131,573084558.424,0.154
refined,18,-0.172,-1.122,-0.699,0.026,0.016,0.452,0.024,0.141,0.131,573083678.152,0.154
refined,19,-0.172,-1.122,-0.700,0.026,0.016,0.452,0.024,0.141,0.131,573083637.247,0.154
refined,20,-0.172,-1.122,-0.700,0.026,0.016,0.452,0.024,0.141,0.131,573083635.350,0.154
