stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.024,"[-1.647, -0.402]",0.623,-3.283,0.002
norefined,c,-6.489,"[-10.425, -2.553]",3.936,-3.291,0.002
norefined,s,-3.434,"[-5.511, -1.358]",2.077,-3.301,0.002
norefined,k0,-0.511,"[-1.42, 0.398]",0.909,-1.122,0.266
norefined,k1,0.534,"[-0.492, 1.56]",1.026,1.039,0.302
norefined,k2,0.359,"[-0.532, 1.25]",0.891,0.804,0.424
norefined,k3,-1.046,"[-2.237, 0.144]",1.190,-1.754,0.084
norefined,k4,0.946,"[-0.193, 2.085]",1.139,1.658,0.102
norefined,k5,-0.464,"[-1.56, 0.632]",1.096,-0.845,0.401
refined,tt,-0.858,"[-1.269, -0.448]",0.411,-4.172,0.000
refined,c,-5.779,"[-8.486, -3.071]",2.707,-4.260,0.000
refined,s,-3.019,"[-4.384, -1.654]",1.365,-4.414,0.000
refined,k0,0.102,"[-0.474, 0.678]",0.576,0.353,0.725
refined,k1,-0.020,"[-0.733, 0.693]",0.713,-0.056,0.956
refined,k2,0.017,"[-0.541, 0.575]",0.558,0.061,0.952
refined,k3,0.406,"[-0.288, 1.099]",0.694,1.167,0.247
refined,k4,-0.089,"[-0.69, 0.513]",0.602,-0.294,0.770
refined,k5,0.179,"[-0.526, 0.883]",0.705,0.506,0.615
