stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.107,"[-1.72, -0.494]",0.613,-3.605,0.001
norefined,c,-7.520,"[-11.905, -3.136]",4.385,-3.423,0.001
norefined,s,-3.686,"[-5.812, -1.56]",2.126,-3.461,0.001
norefined,k0,0.406,"[-0.689, 1.502]",1.095,0.741,0.461
norefined,k1,1.039,"[-0.529, 2.608]",1.569,1.322,0.191
norefined,k2,-0.879,"[-1.687, -0.071]",0.808,-2.171,0.033
norefined,k3,-0.730,"[-1.946, 0.486]",1.216,-1.198,0.235
norefined,k4,-0.633,"[-1.355, 0.089]",0.722,-1.750,0.085
norefined,k5,-0.362,"[-1.263, 0.54]",0.902,-0.801,0.426
refined,tt,-0.970,"[-1.286, -0.653]",0.317,-6.115,0.000
refined,c,-5.807,"[-7.832, -3.783]",2.025,-5.725,0.000
refined,s,-2.939,"[-3.93, -1.947]",0.991,-5.916,0.000
refined,k0,0.164,"[-0.375, 0.702]",0.538,0.607,0.546
refined,k1,0.404,"[-0.359, 1.167]",0.763,1.056,0.295
refined,k2,0.177,"[-0.253, 0.607]",0.430,0.822,0.414
refined,k3,-0.038,"[-0.647, 0.571]",0.609,-0.123,0.902
refined,k4,0.189,"[-0.242, 0.62]",0.431,0.875,0.384
refined,k5,-0.085,"[-0.577, 0.407]",0.492,-0.343,0.733
