stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.033,"[-1.676, -0.39]",0.643,-3.208,0.002
norefined,c,-7.602,"[-12.398, -2.806]",4.796,-3.164,0.002
norefined,s,-3.498,"[-5.698, -1.297]",2.200,-3.173,0.002
norefined,k0,0.151,"[-0.851, 1.152]",1.002,0.300,0.765
norefined,k1,0.894,"[-0.785, 2.574]",1.679,1.063,0.292
norefined,k2,-0.788,"[-1.625, 0.049]",0.837,-1.879,0.065
norefined,k3,-0.833,"[-2.121, 0.455]",1.288,-1.291,0.201
norefined,k4,-0.736,"[-1.531, 0.058]",0.794,-1.850,0.069
norefined,k5,-0.457,"[-1.527, 0.614]",1.070,-0.852,0.397
refined,tt,-0.719,"[-0.936, -0.503]",0.216,-6.648,0.000
refined,c,-4.526,"[-5.958, -3.093]",1.433,-6.305,0.000
refined,s,-2.130,"[-2.805, -1.456]",0.675,-6.302,0.000
refined,k0,0.083,"[-0.342, 0.508]",0.425,0.391,0.697
refined,k1,0.160,"[-0.429, 0.75]",0.589,0.544,0.589
refined,k2,0.115,"[-0.245, 0.475]",0.360,0.638,0.525
refined,k3,-0.039,"[-0.528, 0.45]",0.489,-0.159,0.874
refined,k4,-0.174,"[-0.495, 0.147]",0.321,-1.081,0.284
refined,k5,0.042,"[-0.386, 0.47]",0.428,0.196,0.845
