stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,83.154,2.023,0.000,76,0,9,2831936010.877,232698184.150
refined,189.060,2.023,0.000,76,0,9,2831936010.877,107285905.536
