stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,58.536,2.023,0.000,76,0,9,3889977390.123,438900655.076
refined,85.575,2.023,0.000,76,0,9,3889977390.123,311318765.008
