stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-1.726,-5.659,-3.783,0.585,-1.746,-0.198,1.598,-0.386,-0.603,783619810.535,0.305
norefined,2,-1.245,-5.757,-3.821,0.629,-1.717,-0.192,1.603,-0.319,-0.615,678945226.606,0.216
norefined,3,-1.419,-5.852,-3.760,0.510,-1.413,-0.180,1.297,-0.235,-0.602,638849606.140,0.242
norefined,4,-0.978,-5.948,-3.755,0.563,-1.275,-0.126,1.269,-0.093,-0.579,646187187.033,0.164
norefined,5,-1.428,-5.935,-3.702,0.458,-1.229,-0.169,1.102,-0.140,-0.585,613354172.446,0.241
norefined,6,-0.964,-6.018,-3.708,0.509,-1.135,-0.125,1.089,-0.022,-0.567,591029619.420,0.160
norefined,7,-1.423,-6.001,-3.651,0.415,-1.087,-0.162,0.942,-0.059,-0.569,590702134.640,0.237
norefined,8,-0.951,-6.078,-3.664,0.464,-1.012,-0.122,0.933,0.047,-0.554,547814831.745,0.156
norefined,9,-1.417,-6.056,-3.603,0.378,-0.964,-0.155,0.803,0.017,-0.553,570646695.720,0.234
norefined,10,-0.940,-6.129,-3.622,0.424,-0.901,-0.118,0.796,0.114,-0.539,512854547.887,0.153
refined,11,-0.940,-6.129,-3.622,0.424,-0.901,-0.118,0.796,0.114,-0.539,512854547.887,0.153
refined,12,-0.329,-1.943,-0.446,-0.263,0.767,0.346,-0.481,0.154,-0.083,853787508.570,0.169
refined,13,-0.206,-0.994,-0.787,0.223,-0.207,0.121,-0.135,0.108,0.034,249201616.785,0.207
refined,14,-0.240,-1.219,-0.781,0.116,-0.065,0.169,-0.169,0.185,-0.001,211972441.287,0.197
refined,15,-0.249,-1.278,-0.802,0.119,-0.055,0.172,-0.170,0.182,0.002,211492983.244,0.195
refined,16,-0.251,-1.298,-0.809,0.121,-0.053,0.171,-0.170,0.179,0.004,211441111.421,0.194
refined,17,-0.252,-1.305,-0.812,0.121,-0.053,0.171,-0.170,0.178,0.004,211434346.293,0.193
refined,18,-0.252,-1.307,-0.813,0.121,-0.052,0.171,-0.170,0.178,0.005,211433448.010,0.193
refined,19,-0.253,-1.308,-0.814,0.121,-0.052,0.171,-0.170,0.178,0.005,211433328.033,0.193
refined,20,-0.253,-1.309,-0.814,0.121,-0.052,0.171,-0.170,0.178,0.005,211433311.974,0.193
