stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,22.026,2.023,0.000,76,0,9,2030255074.215,512854547.890
refined,64.040,2.023,0.000,76,0,9,2030255074.215,211433311.975
