stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.940,"[-1.792, -0.089]",0.851,-2.205,0.031
norefined,c,-6.129,"[-11.31, -0.948]",5.181,-2.361,0.021
norefined,s,-3.622,"[-6.775, -0.468]",3.153,-2.293,0.025
norefined,k0,0.424,"[-0.428, 1.277]",0.853,0.994,0.324
norefined,k1,-0.901,"[-1.886, 0.084]",0.985,-1.826,0.072
norefined,k2,-0.118,"[-1.225, 0.988]",1.106,-0.213,0.832
norefined,k3,0.796,"[-0.065, 1.657]",0.861,1.846,0.069
norefined,k4,0.114,"[-0.996, 1.223]",1.109,0.205,0.838
norefined,k5,-0.539,"[-1.528, 0.45]",0.989,-1.088,0.281
refined,tt,-0.253,"[-0.316, -0.189]",0.064,-7.914,0.000
refined,c,-1.309,"[-1.722, -0.895]",0.413,-6.320,0.000
refined,s,-0.814,"[-1.019, -0.608]",0.206,-7.895,0.000
refined,k0,0.121,"[-0.073, 0.316]",0.195,1.243,0.218
refined,k1,-0.052,"[-0.248, 0.143]",0.195,-0.535,0.595
refined,k2,0.171,"[-0.044, 0.387]",0.215,1.591,0.116
refined,k3,-0.170,"[-0.378, 0.037]",0.207,-1.638,0.106
refined,k4,0.178,"[-0.103, 0.458]",0.281,1.264,0.211
refined,k5,0.005,"[-0.231, 0.24]",0.235,0.039,0.969
