stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,70.371,2.347,0.000,0,9,1144883263.083,17796021.617,19
refined,321.431,2.347,0.000,0,9,1144883263.083,3943963.453,19
