stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.735,"[-1.284, -0.186]",0.549,-2.674,0.009
norefined,c,-5.462,"[-9.201, -1.722]",3.740,-2.915,0.005
norefined,s,-2.055,"[-3.645, -0.465]",1.590,-2.579,0.012
norefined,k0,-1.759,"[-3.517, -0.002]",1.757,-1.998,0.050
norefined,k1,-1.527,"[-3.146, 0.092]",1.619,-1.882,0.064
norefined,k2,1.257,"[-0.249, 2.762]",1.506,1.666,0.100
norefined,k3,-0.190,"[-1.194, 0.813]",1.004,-0.378,0.707
norefined,k4,0.585,"[-0.457, 1.628]",1.043,1.120,0.267
norefined,k5,0.648,"[-0.361, 1.658]",1.009,1.282,0.204
refined,tt,-0.356,"[-0.476, -0.236]",0.120,-5.933,0.000
refined,c,-2.589,"[-3.389, -1.79]",0.799,-6.466,0.000
refined,s,-1.130,"[-1.556, -0.704]",0.426,-5.294,0.000
refined,k0,-0.191,"[-0.603, 0.221]",0.412,-0.925,0.358
refined,k1,0.272,"[-0.084, 0.628]",0.356,1.526,0.132
refined,k2,0.082,"[-0.341, 0.504]",0.422,0.386,0.701
refined,k3,0.234,"[-0.08, 0.549]",0.315,1.486,0.142
refined,k4,-0.139,"[-0.413, 0.135]",0.274,-1.016,0.313
refined,k5,0.126,"[-0.204, 0.457]",0.331,0.762,0.449
