stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.319,"[-2.427, -0.211]",1.108,-2.376,0.020
norefined,c,-5.394,"[-9.933, -0.855]",4.539,-2.372,0.021
norefined,s,-2.043,"[-4.096, 0.01]",2.053,-1.987,0.051
norefined,k0,-1.787,"[-3.986, 0.413]",2.199,-1.621,0.110
norefined,k1,-1.474,"[-3.414, 0.466]",1.940,-1.516,0.134
norefined,k2,1.137,"[-0.558, 2.832]",1.695,1.339,0.185
norefined,k3,-0.528,"[-1.698, 0.641]",1.169,-0.901,0.371
norefined,k4,0.483,"[-0.886, 1.851]",1.368,0.704,0.484
norefined,k5,0.580,"[-0.726, 1.886]",1.306,0.886,0.379
refined,tt,-1.409,"[-2.346, -0.473]",0.936,-3.005,0.004
refined,c,-6.213,"[-10.25, -2.176]",4.037,-3.072,0.003
refined,s,-3.603,"[-5.929, -1.277]",2.326,-3.091,0.003
refined,k0,-1.273,"[-3.32, 0.774]",2.047,-1.241,0.219
refined,k1,-0.094,"[-1.651, 1.463]",1.557,-0.120,0.905
refined,k2,-0.046,"[-1.559, 1.466]",1.512,-0.061,0.951
refined,k3,-1.025,"[-2.094, 0.043]",1.068,-1.915,0.060
refined,k4,0.031,"[-1.053, 1.116]",1.084,0.057,0.955
refined,k5,0.334,"[-0.744, 1.412]",1.078,0.619,0.538
