stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-1.353,-6.890,-3.573,0.905,0.615,1.532,0.568,-0.518,0.592,538840530.328,0.196
norefined,2,-1.106,-6.895,-3.830,0.673,0.472,1.344,0.515,-0.589,0.516,362833934.144,0.160
norefined,3,-1.428,-6.858,-3.945,0.427,0.309,1.155,0.455,-0.634,0.460,262715760.557,0.208
norefined,4,-1.055,-6.885,-4.111,0.255,0.183,0.974,0.470,-0.687,0.417,271739315.952,0.153
norefined,5,-1.529,-6.868,-4.034,0.169,0.159,0.959,0.367,-0.668,0.403,232573585.843,0.223
norefined,6,-1.080,-6.906,-4.165,0.088,0.081,0.834,0.394,-0.689,0.379,251406077.547,0.156
norefined,7,-1.555,-6.888,-4.069,0.034,0.078,0.846,0.289,-0.658,0.372,222566626.680,0.226
norefined,8,-1.091,-6.931,-4.181,-0.010,0.014,0.733,0.321,-0.671,0.353,241006820.293,0.157
norefined,9,-1.565,-6.913,-4.078,-0.053,0.017,0.753,0.215,-0.637,0.347,216793815.546,0.226
norefined,10,-1.095,-6.960,-4.178,-0.076,-0.038,0.644,0.252,-0.649,0.332,233923046.451,0.157
refined,11,-1.565,-6.913,-4.078,-0.053,0.017,0.753,0.215,-0.637,0.347,216793815.546,0.226
refined,12,-0.751,-4.924,-2.477,-0.423,0.104,-0.383,-0.359,0.191,0.258,179706307.790,0.153
refined,13,-1.065,-6.113,-3.220,-0.462,0.151,-0.220,-0.260,0.134,0.280,163750130.732,0.174
refined,14,-0.999,-5.576,-3.057,-0.358,0.138,-0.119,-0.259,0.123,0.312,162902340.471,0.179
refined,15,-1.079,-5.980,-3.251,-0.371,0.168,-0.168,-0.245,0.139,0.229,162796277.199,0.180
refined,16,-1.023,-5.686,-3.116,-0.360,0.149,-0.138,-0.255,0.130,0.278,162766926.892,0.180
refined,17,-1.063,-5.893,-3.212,-0.367,0.161,-0.158,-0.247,0.134,0.242,162745593.185,0.180
refined,18,-1.035,-5.748,-3.145,-0.362,0.153,-0.143,-0.252,0.131,0.267,162737514.071,0.180
refined,19,-1.054,-5.850,-3.192,-0.366,0.159,-0.154,-0.249,0.133,0.249,162732637.387,0.180
refined,20,-1.041,-5.778,-3.159,-0.363,0.154,-0.146,-0.251,0.132,0.261,162730520.300,0.180
