stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.632,-4.118,-1.243,0.707,-0.639,1.351,0.730,0.242,0.679,2080186148.396,0.153
norefined,2,-0.969,-4.147,-1.331,0.532,-0.675,1.167,0.561,0.149,0.521,1176357001.043,0.234
norefined,3,-0.978,-4.198,-1.515,0.312,-0.736,0.941,0.347,0.033,0.294,690281452.016,0.233
norefined,4,-0.831,-4.248,-1.712,0.112,-0.697,0.722,0.128,-0.073,0.099,380263901.765,0.196
norefined,5,-0.745,-4.287,-1.895,-0.077,-0.547,0.491,-0.117,-0.174,-0.060,221273322.931,0.174
norefined,6,-0.520,-4.347,-2.090,-0.182,-0.265,0.299,-0.274,-0.202,-0.131,185278632.093,0.120
norefined,7,-0.993,-4.326,-2.093,-0.227,-0.137,0.226,-0.308,-0.208,-0.161,272899532.503,0.229
norefined,8,-0.511,-4.400,-2.184,-0.190,-0.128,0.227,-0.265,-0.191,-0.139,174792713.217,0.116
norefined,9,-0.994,-4.375,-2.172,-0.229,-0.031,0.168,-0.284,-0.196,-0.170,258106480.755,0.227
norefined,10,-0.511,-4.450,-2.258,-0.193,-0.027,0.172,-0.239,-0.182,-0.145,167546997.945,0.115
refined,11,-0.511,-4.450,-2.258,-0.193,-0.027,0.172,-0.239,-0.182,-0.145,167546997.945,0.115
refined,12,-0.798,-5.515,-3.031,-0.387,0.412,-0.228,0.282,-0.193,-0.225,111168722.094,0.145
refined,13,-0.868,-5.812,-3.213,-0.405,0.483,-0.348,0.457,-0.199,-0.288,109559782.272,0.149
refined,14,-0.872,-5.819,-3.206,-0.392,0.478,-0.347,0.474,-0.192,-0.303,109514499.346,0.150
refined,15,-0.874,-5.828,-3.209,-0.392,0.480,-0.350,0.479,-0.193,-0.306,109513298.353,0.150
refined,16,-0.874,-5.828,-3.209,-0.392,0.480,-0.350,0.480,-0.193,-0.306,109513265.887,0.150
refined,17,-0.874,-5.828,-3.209,-0.392,0.480,-0.351,0.480,-0.193,-0.306,109513264.991,0.150
refined,18,-0.874,-5.828,-3.209,-0.392,0.480,-0.351,0.480,-0.193,-0.306,109513264.966,0.150
refined,19,-0.874,-5.828,-3.209,-0.392,0.480,-0.351,0.480,-0.193,-0.306,109513264.965,0.150
refined,20,-0.874,-5.828,-3.209,-0.392,0.480,-0.351,0.480,-0.193,-0.306,109513264.965,0.150
