stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.885,"[-1.222, -0.547]",0.338,-5.224,0.000
norefined,c,-4.337,"[-6.061, -2.613]",1.724,-5.022,0.000
norefined,s,-2.130,"[-2.83, -1.43]",0.700,-6.074,0.000
norefined,k0,-0.147,"[-0.618, 0.324]",0.471,-0.624,0.534
norefined,k1,-0.386,"[-0.856, 0.084]",0.470,-1.638,0.106
norefined,k2,0.270,"[-0.342, 0.881]",0.611,0.880,0.382
norefined,k3,-0.288,"[-0.902, 0.327]",0.615,-0.934,0.354
norefined,k4,-0.227,"[-0.96, 0.506]",0.733,-0.618,0.539
norefined,k5,-0.018,"[-0.673, 0.637]",0.655,-0.056,0.956
refined,tt,-0.958,"[-1.262, -0.653]",0.304,-6.278,0.000
refined,c,-5.705,"[-7.395, -4.015]",1.690,-6.737,0.000
refined,s,-3.121,"[-3.975, -2.267]",0.854,-7.296,0.000
refined,k0,-0.253,"[-0.699, 0.193]",0.446,-1.131,0.262
refined,k1,0.002,"[-0.409, 0.413]",0.411,0.010,0.992
refined,k2,-0.197,"[-0.761, 0.367]",0.564,-0.697,0.488
refined,k3,0.290,"[-0.322, 0.901]",0.612,0.945,0.348
refined,k4,-0.300,"[-0.961, 0.361]",0.661,-0.905,0.369
refined,k5,0.271,"[-0.378, 0.92]",0.649,0.834,0.407
