stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,113.932,2.023,0.000,76,0,9,2933731604.902,179935523.952
refined,179.544,2.023,0.000,76,0,9,2933731604.902,116798371.523
