stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.632,-4.118,-1.243,0.707,-0.639,1.351,0.730,0.242,0.679,1819044375.619,0.153
norefined,2,-0.997,-4.135,-1.332,0.548,-0.673,1.174,0.568,0.166,0.543,1012622262.602,0.241
norefined,3,-1.017,-4.176,-1.530,0.332,-0.758,0.946,0.354,0.069,0.326,593870207.802,0.244
norefined,4,-0.818,-4.231,-1.732,0.139,-0.759,0.742,0.136,-0.033,0.152,324550908.745,0.193
norefined,5,-0.854,-4.251,-1.905,-0.052,-0.637,0.503,-0.138,-0.157,0.014,201094727.015,0.201
norefined,6,-0.404,-4.323,-2.047,-0.078,-0.531,0.426,-0.201,-0.179,0.019,291078296.152,0.094
norefined,7,-0.880,-4.296,-2.048,-0.139,-0.474,0.339,-0.274,-0.215,-0.026,187142760.722,0.205
norefined,8,-0.401,-4.364,-2.144,-0.098,-0.437,0.340,-0.235,-0.198,0.020,271901430.907,0.092
norefined,9,-0.885,-4.337,-2.130,-0.147,-0.386,0.270,-0.288,-0.227,-0.018,179935523.953,0.204
norefined,10,-0.405,-4.405,-2.216,-0.104,-0.362,0.280,-0.236,-0.209,0.032,260897657.786,0.092
refined,11,-0.885,-4.337,-2.130,-0.147,-0.386,0.270,-0.288,-0.227,-0.018,179935523.953,0.204
refined,12,-0.827,-4.923,-2.696,-0.297,0.053,-0.135,0.123,-0.196,0.317,119928969.985,0.168
refined,13,-0.932,-5.546,-3.038,-0.275,0.016,-0.201,0.271,-0.266,0.280,116919252.566,0.168
refined,14,-0.952,-5.672,-3.106,-0.258,0.005,-0.201,0.291,-0.294,0.271,116803097.214,0.168
refined,15,-0.956,-5.698,-3.118,-0.254,0.003,-0.198,0.290,-0.298,0.271,116798611.378,0.168
refined,16,-0.957,-5.703,-3.120,-0.253,0.002,-0.197,0.290,-0.299,0.271,116798384.621,0.168
refined,17,-0.957,-5.705,-3.121,-0.253,0.002,-0.197,0.290,-0.300,0.271,116798372.250,0.168
refined,18,-0.958,-5.705,-3.121,-0.253,0.002,-0.197,0.290,-0.300,0.271,116798371.563,0.168
refined,19,-0.958,-5.705,-3.121,-0.253,0.002,-0.197,0.290,-0.300,0.271,116798371.525,0.168
refined,20,-0.958,-5.705,-3.121,-0.253,0.002,-0.197,0.290,-0.300,0.271,116798371.523,0.168
