stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,163.792,2.023,0.000,76,0,9,2885045124.496,125426277.288
refined,264.527,2.023,0.000,76,0,9,2885045124.496,78970027.209
