stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.511,"[-0.714, -0.309]",0.202,-5.043,0.000
norefined,c,-4.450,"[-5.857, -3.043]",1.407,-6.314,0.000
norefined,s,-2.258,"[-2.927, -1.589]",0.669,-6.741,0.000
norefined,k0,-0.193,"[-0.643, 0.258]",0.451,-0.853,0.397
norefined,k1,-0.027,"[-0.455, 0.401]",0.428,-0.126,0.900
norefined,k2,0.172,"[-0.4, 0.743]",0.571,0.599,0.551
norefined,k3,-0.239,"[-0.817, 0.339]",0.578,-0.825,0.412
norefined,k4,-0.182,"[-0.802, 0.438]",0.620,-0.586,0.560
norefined,k5,-0.145,"[-0.745, 0.456]",0.601,-0.482,0.632
refined,tt,-0.874,"[-1.144, -0.604]",0.270,-6.465,0.000
refined,c,-5.828,"[-7.467, -4.189]",1.639,-7.098,0.000
refined,s,-3.209,"[-4.039, -2.379]",0.830,-7.715,0.000
refined,k0,-0.392,"[-0.822, 0.038]",0.430,-1.819,0.073
refined,k1,0.480,"[0.034, 0.926]",0.446,2.148,0.035
refined,k2,-0.351,"[-0.959, 0.258]",0.609,-1.149,0.254
refined,k3,0.480,"[-0.137, 1.097]",0.617,1.552,0.125
refined,k4,-0.193,"[-0.835, 0.449]",0.642,-0.600,0.550
refined,k5,-0.306,"[-0.941, 0.33]",0.635,-0.961,0.340
