stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-0.531,-6.773,-2.777,0.112,-1.452,-0.796,-0.636,-0.229,-0.810,911102038.279,1584,0,0,0.078
norefined,2,-1.013,-6.750,-2.725,0.081,-1.365,-0.845,-0.671,-0.186,-0.825,728199156.989,1584,0,0,0.150
norefined,3,-0.617,-6.721,-2.973,0.099,-1.250,-0.872,-0.625,-0.273,-0.740,826856178.376,1584,0,0,0.092
norefined,4,-1.100,-6.698,-2.910,0.064,-1.170,-0.910,-0.653,-0.226,-0.750,687266734.651,1584,0,0,0.164
norefined,5,-0.660,-6.693,-3.105,0.070,-1.088,-0.933,-0.614,-0.293,-0.681,783596992.908,1584,0,0,0.099
norefined,6,-1.144,-6.671,-3.033,0.032,-1.019,-0.964,-0.639,-0.245,-0.692,658423091.467,1584,0,0,0.171
norefined,7,-0.688,-6.676,-3.204,0.037,-0.951,-0.984,-0.607,-0.299,-0.630,755294357.892,1584,0,0,0.103
norefined,8,-1.172,-6.656,-3.125,-0.004,-0.893,-1.009,-0.631,-0.250,-0.643,637500264.036,1584,0,0,0.176
norefined,9,-0.709,-6.667,-3.283,0.001,-0.836,-1.027,-0.601,-0.298,-0.585,735243662.032,1584,0,0,0.106
norefined,10,-1.193,-6.647,-3.198,-0.041,-0.786,-1.046,-0.625,-0.248,-0.601,622175537.225,1584,0,0,0.179
refined,11,-1.193,-6.647,-3.198,-0.041,-0.786,-1.046,-0.625,-0.248,-0.601,622175537.225,1584,0,0,0.179
refined,12,-0.747,-4.387,-2.624,0.039,0.038,-0.750,-0.175,0.004,-0.155,516950103.292,1584,0,0,0.170
refined,13,-0.990,-5.974,-3.259,0.014,0.071,-0.762,-0.337,-0.213,-0.440,501019137.768,1584,0,0,0.166
refined,14,-0.914,-5.367,-3.045,-0.050,0.007,-0.695,-0.289,-0.102,-0.349,500317722.878,1584,0,0,0.170
refined,15,-0.956,-5.681,-3.151,-0.020,0.015,-0.718,-0.321,-0.150,-0.372,500176590.509,1584,0,0,0.168
refined,16,-0.937,-5.535,-3.107,-0.032,0.011,-0.708,-0.310,-0.125,-0.363,500150396.952,1584,0,0,0.169
refined,17,-0.947,-5.609,-3.128,-0.027,0.013,-0.712,-0.314,-0.138,-0.365,500143533.690,1584,0,0,0.169
refined,18,-0.942,-5.572,-3.118,-0.029,0.012,-0.711,-0.312,-0.131,-0.365,500141804.853,1584,0,0,0.169
refined,19,-0.944,-5.591,-3.123,-0.028,0.012,-0.711,-0.313,-0.135,-0.365,500141317.593,1584,0,0,0.169
refined,20,-0.943,-5.581,-3.121,-0.029,0.012,-0.711,-0.313,-0.133,-0.365,500141176.323,1584,0,0,0.169
