attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.755,"[-0.998, -0.511]",0.244,-5.168,0.000,24,0.150,175731649.135,0.139,-1.000,0.245,0,0,fn
c,-4.333,"[-5.86, -2.807]",1.527,-4.734,0.000,24,0.150,175731649.135,0.139,-6.000,1.667,0,0,fn
s,-2.190,"[-2.865, -1.516]",0.674,-5.418,0.000,24,0.150,175731649.135,0.139,-3.000,0.810,0,0,fn
k0,-0.023,"[-0.429, 0.382]",0.406,-0.095,0.924,24,0.150,175731649.135,0.139,0.000,-0.023,0,0,fp
k1,-0.288,"[-0.578, 0.001]",0.289,-1.663,0.101,24,0.150,175731649.135,0.139,0.000,-0.288,0,0,fp
k2,-0.332,"[-0.793, 0.128]",0.461,-1.203,0.233,24,0.150,175731649.135,0.139,0.000,-0.332,0,0,fp
k3,0.163,"[-0.245, 0.571]",0.408,0.666,0.508,24,0.150,175731649.135,0.139,0.000,0.163,0,0,fp
k4,-0.007,"[-0.373, 0.359]",0.366,-0.032,0.974,24,0.150,175731649.135,0.139,0.000,-0.007,0,0,fp
k5,-0.141,"[-0.48, 0.197]",0.339,-0.696,0.489,24,0.150,175731649.135,0.139,0.000,-0.141,0,0,fp
vot,0.174,,,,,24,0.150,175731649.135,0.139,0.167,0.008,0,0,fn
tt,-0.943,"[-1.469, -0.418]",0.526,-2.994,0.004,24,0.250,500141176.323,0.249,-1.000,0.057,0,0,fn
c,-5.581,"[-9.019, -2.142]",3.439,-2.707,0.009,24,0.250,500141176.323,0.249,-6.000,0.419,0,0,fn
s,-3.121,"[-4.66, -1.581]",1.540,-3.381,0.001,24,0.250,500141176.323,0.249,-3.000,-0.121,0,0,fn
k0,-0.029,"[-0.965, 0.907]",0.936,-0.051,0.960,24,0.250,500141176.323,0.249,0.000,-0.029,0,0,fp
k1,0.012,"[-0.609, 0.633]",0.621,0.032,0.975,24,0.250,500141176.323,0.249,0.000,0.012,0,0,fp
k2,-0.711,"[-1.767, 0.346]",1.057,-1.122,0.266,24,0.250,500141176.323,0.249,0.000,-0.711,0,0,fp
k3,-0.313,"[-1.205, 0.579]",0.892,-0.585,0.561,24,0.250,500141176.323,0.249,0.000,-0.313,0,0,fp
k4,-0.133,"[-0.877, 0.611]",0.744,-0.297,0.767,24,0.250,500141176.323,0.249,0.000,-0.133,0,0,fp
k5,-0.365,"[-1.1, 0.371]",0.736,-0.827,0.411,24,0.250,500141176.323,0.249,0.000,-0.365,0,0,fp
vot,0.169,,,,,24,0.250,500141176.323,0.249,0.167,0.002,0,0,fn
tt,-0.974,"[-1.989, 0.041]",1.015,-1.601,0.114,24,0.500,2530567773.527,0.451,-1.000,0.026,1,0,fn
c,-7.443,"[-15.427, 0.54]",7.983,-1.555,0.125,24,0.500,2530567773.527,0.451,-6.000,-1.443,1,0,fn
s,-1.399,"[-3.405, 0.607]",2.006,-1.163,0.249,24,0.500,2530567773.527,0.451,-3.000,1.601,1,0,fn
k0,-0.141,"[-2.055, 1.772]",1.913,-0.123,0.902,24,0.500,2530567773.527,0.451,0.000,-0.141,0,0,fp
k1,1.065,"[-0.719, 2.848]",1.784,0.995,0.323,24,0.500,2530567773.527,0.451,0.000,1.065,0,0,fp
k2,-1.355,"[-3.907, 1.198]",2.553,-0.885,0.379,24,0.500,2530567773.527,0.451,0.000,-1.355,0,0,fp
k3,0.514,"[-1.413, 2.441]",1.927,0.445,0.658,24,0.500,2530567773.527,0.451,0.000,0.514,0,0,fp
k4,-2.165,"[-4.641, 0.311]",2.476,-1.458,0.149,24,0.500,2530567773.527,0.451,0.000,-2.165,0,0,fp
k5,0.183,"[-1.102, 1.468]",1.285,0.237,0.813,24,0.500,2530567773.527,0.451,0.000,0.183,0,0,fp
vot,0.131,,,,,24,0.500,2530567773.527,0.451,0.167,-0.036,0,0,fn
