stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.253,"[-1.74, -0.767]",0.487,-4.320,0.000
norefined,c,-6.321,"[-8.954, -3.688]",2.633,-4.027,0.000
norefined,s,-2.513,"[-3.614, -1.412]",1.101,-3.828,0.000
norefined,k0,-0.343,"[-0.842, 0.157]",0.499,-1.151,0.255
norefined,k1,0.190,"[-0.293, 0.674]",0.483,0.660,0.512
norefined,k2,0.158,"[-0.429, 0.744]",0.586,0.452,0.654
norefined,k3,0.536,"[-0.154, 1.227]",0.690,1.303,0.199
norefined,k4,0.681,"[-0.055, 1.417]",0.736,1.552,0.127
norefined,k5,-0.126,"[-0.71, 0.458]",0.584,-0.363,0.718
refined,tt,-1.013,"[-1.286, -0.739]",0.273,-6.213,0.000
refined,c,-5.320,"[-6.773, -3.866]",1.454,-6.138,0.000
refined,s,-2.413,"[-3.139, -1.688]",0.725,-5.579,0.000
refined,k0,-0.264,"[-0.589, 0.061]",0.325,-1.362,0.180
refined,k1,0.686,"[0.349, 1.023]",0.337,3.417,0.001
refined,k2,-0.002,"[-0.396, 0.392]",0.394,-0.009,0.993
refined,k3,-0.199,"[-0.698, 0.3]",0.499,-0.669,0.507
refined,k4,0.212,"[-0.205, 0.628]",0.417,0.852,0.398
refined,k5,-0.119,"[-0.502, 0.264]",0.383,-0.520,0.605
