stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,151.126,1.765,0.000,57,0,9,2059248632.695,70194961.513
refined,262.159,1.765,0.000,57,0,9,2059248632.695,41057825.382
