stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.679,-6.119,-1.653,-0.404,-1.915,-0.696,1.056,0.503,-1.157,295418630.191,0.111
norefined,2,-0.441,-6.244,-1.832,-0.489,-1.650,-0.550,0.897,0.457,-1.016,209953896.881,0.071
norefined,3,-0.511,-6.379,-1.812,-0.563,-1.348,-0.343,0.779,0.295,-0.801,144878307.108,0.080
norefined,4,-0.668,-6.448,-1.855,-0.609,-1.087,-0.092,0.702,0.177,-0.544,88617810.064,0.104
norefined,5,-0.800,-6.469,-1.974,-0.609,-0.805,0.183,0.677,0.149,-0.297,47716375.977,0.124
norefined,6,-0.807,-6.465,-2.154,-0.553,-0.467,0.452,0.685,0.194,-0.136,30873016.349,0.125
norefined,7,-1.245,-6.427,-2.145,-0.381,-0.349,0.447,0.730,0.293,-0.171,51882886.271,0.194
norefined,8,-0.790,-6.475,-2.263,-0.412,-0.199,0.498,0.709,0.312,-0.193,28220865.663,0.122
norefined,9,-1.275,-6.407,-2.269,-0.340,-0.244,0.475,0.723,0.359,-0.197,47568925.221,0.199
norefined,10,-0.813,-6.462,-2.368,-0.372,-0.103,0.509,0.705,0.371,-0.233,26249860.492,0.126
refined,11,-0.813,-6.462,-2.368,-0.372,-0.103,0.509,0.705,0.371,-0.233,26249860.492,0.126
refined,12,-1.392,-7.199,-3.220,-0.257,0.500,0.567,-0.956,0.670,-1.669,14823092.630,0.193
refined,13,-1.542,-8.247,-3.685,-0.163,0.080,1.102,-0.719,0.681,-1.880,11206697.715,0.187
refined,14,-1.605,-8.426,-3.845,-0.208,0.147,1.030,-0.753,0.642,-1.917,11167940.595,0.190
refined,15,-1.585,-8.338,-3.766,-0.256,0.131,1.120,-0.657,0.580,-1.995,11174763.659,0.190
refined,16,-1.627,-8.552,-3.931,-0.156,0.127,1.038,-0.837,0.667,-1.923,11194194.351,0.190
refined,17,-1.571,-8.229,-3.677,-0.338,0.141,1.185,-0.542,0.513,-2.073,11276034.955,0.191
refined,18,-1.641,-8.649,-4.039,-0.044,0.120,0.934,-1.009,0.746,-1.808,11373664.601,0.190
refined,19,-1.468,-7.700,-3.338,-0.504,0.171,1.238,-0.245,0.356,-2.102,12043754.856,0.191
refined,20,-1.540,-8.213,-3.941,0.141,0.169,0.599,-1.195,0.792,-1.404,11946019.050,0.188
