stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.646,"[-2.887, 1.595]",2.241,-0.522,0.613
norefined,c,-5.243,"[-19.59, 9.104]",14.347,-0.662,0.523
norefined,s,-1.098,"[-3.537, 1.341]",2.439,-0.816,0.433
norefined,k0,0.691,"[-2.036, 3.417]",2.726,0.459,0.656
norefined,k1,-0.098,"[-3.653, 3.457]",3.555,-0.050,0.961
norefined,k2,-1.540,"[-6.89, 3.809]",5.350,-0.522,0.613
norefined,k3,-0.429,"[-3.545, 2.687]",3.116,-0.249,0.808
norefined,k4,0.976,"[-4.104, 6.057]",5.081,0.348,0.735
norefined,k5,-1.428,"[-4.418, 1.563]",2.990,-0.865,0.407
refined,tt,-1.440,"[-2.502, -0.378]",1.062,-2.458,0.034
refined,c,-8.035,"[-13.995, -2.074]",5.961,-2.443,0.035
refined,s,-6.879,"[-12.724, -1.034]",5.845,-2.133,0.059
refined,k0,-1.266,"[-3.139, 0.606]",1.873,-1.226,0.248
refined,k1,-1.320,"[-2.496, -0.143]",1.177,-2.032,0.070
refined,k2,0.536,"[-0.562, 1.634]",1.098,0.885,0.397
refined,k3,2.475,"[0.198, 4.752]",2.277,1.970,0.077
refined,k4,-1.446,"[-2.867, -0.025]",1.421,-1.845,0.095
refined,k5,2.598,"[0.141, 5.056]",2.457,1.917,0.084
