stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,74.618,2.023,0.000,0,9,2585781299.508,234574153.022,76
refined,188.742,2.023,0.000,0,9,2585781299.508,98119387.638,76
