stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.715,"[-2.356, 0.927]",1.641,-0.789,0.448
norefined,c,-5.536,"[-18.663, 7.591]",13.127,-0.764,0.462
norefined,s,-2.924,"[-7.737, 1.888]",4.812,-1.101,0.297
norefined,k0,0.809,"[-2.274, 3.893]",3.083,0.476,0.644
norefined,k1,1.307,"[-5.038, 7.653]",6.345,0.373,0.717
norefined,k2,-0.671,"[-3.338, 1.996]",2.667,-0.456,0.658
norefined,k3,0.379,"[-1.812, 2.571]",2.192,0.314,0.760
norefined,k4,-1.590,"[-6.9, 3.721]",5.310,-0.543,0.599
norefined,k5,-1.146,"[-3.529, 1.236]",2.382,-0.872,0.404
refined,tt,-2.018,"[-3.213, -0.824]",1.194,-3.063,0.012
refined,c,-13.348,"[-21.802, -4.894]",8.454,-2.862,0.017
refined,s,-5.422,"[-8.36, -2.484]",2.938,-3.345,0.007
refined,k0,-2.467,"[-5.17, 0.235]",2.703,-1.655,0.129
refined,k1,2.407,"[0.497, 4.318]",1.911,2.283,0.046
refined,k2,-0.181,"[-1.506, 1.144]",1.325,-0.248,0.809
refined,k3,-0.016,"[-0.712, 0.68]",0.696,-0.041,0.968
refined,k4,-0.767,"[-1.676, 0.142]",0.909,-1.529,0.157
refined,k5,2.441,"[-0.522, 5.404]",2.963,1.493,0.166
