stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,77.205,2.023,0.000,0,9,4336535559.074,381375575.465,76
refined,87.618,2.023,0.000,0,9,4336535559.074,339600642.839,76
