stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.081,"[-2.118, -0.043]",1.037,-2.080,0.041
norefined,c,-8.029,"[-15.981, -0.077]",7.952,-2.015,0.048
norefined,s,-4.295,"[-8.48, -0.11]",4.185,-2.049,0.044
norefined,k0,0.859,"[-0.526, 2.245]",1.386,1.238,0.220
norefined,k1,-0.987,"[-3.14, 1.167]",2.154,-0.915,0.364
norefined,k2,-0.099,"[-1.246, 1.047]",1.147,-0.173,0.863
norefined,k3,1.448,"[-1.251, 4.146]",2.699,1.071,0.288
norefined,k4,-0.122,"[-1.951, 1.707]",1.829,-0.133,0.894
norefined,k5,-1.367,"[-4.675, 1.94]",3.307,-0.825,0.412
refined,tt,-1.081,"[-2.118, -0.043]",1.037,-2.080,0.041
refined,c,-8.029,"[-15.981, -0.077]",7.952,-2.015,0.048
refined,s,-4.295,"[-8.48, -0.11]",4.185,-2.049,0.044
refined,k0,0.859,"[-0.526, 2.245]",1.386,1.238,0.220
refined,k1,-0.987,"[-3.14, 1.167]",2.154,-0.915,0.364
refined,k2,-0.099,"[-1.246, 1.047]",1.147,-0.173,0.863
refined,k3,1.448,"[-1.251, 4.146]",2.699,1.071,0.288
refined,k4,-0.122,"[-1.951, 1.707]",1.829,-0.133,0.894
refined,k5,-1.367,"[-4.675, 1.94]",3.307,-0.825,0.412
