stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.077,"[-2.2, 0.047]",1.124,-1.913,0.060
norefined,c,-7.934,"[-15.574, -0.294]",7.640,-2.073,0.042
norefined,s,-3.688,"[-7.594, 0.219]",3.907,-1.884,0.064
norefined,k0,-0.882,"[-2.843, 1.078]",1.961,-0.898,0.372
norefined,k1,0.511,"[-2.559, 3.581]",3.070,0.332,0.741
norefined,k2,-0.447,"[-2.604, 1.71]",2.157,-0.414,0.681
norefined,k3,0.633,"[-0.978, 2.243]",1.611,0.784,0.436
norefined,k4,-1.379,"[-3.744, 0.985]",2.364,-1.164,0.248
norefined,k5,0.482,"[-1.239, 2.202]",1.720,0.559,0.578
refined,tt,-0.746,"[-1.375, -0.117]",0.629,-2.367,0.021
refined,c,-4.711,"[-8.657, -0.764]",3.946,-2.383,0.020
refined,s,-2.001,"[-3.767, -0.236]",1.765,-2.263,0.027
refined,k0,-0.331,"[-1.476, 0.813]",1.145,-0.578,0.565
refined,k1,-0.074,"[-1.25, 1.103]",1.176,-0.125,0.901
refined,k2,0.696,"[-0.522, 1.913]",1.217,1.141,0.258
refined,k3,0.339,"[-0.57, 1.248]",0.909,0.745,0.459
refined,k4,0.564,"[-0.546, 1.675]",1.110,1.015,0.314
refined,k5,0.057,"[-0.619, 0.733]",0.676,0.169,0.867
