stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.955,"[-2.718, 0.809]",1.763,-0.981,0.350
norefined,c,-5.688,"[-16.287, 4.912]",10.599,-0.973,0.354
norefined,s,-3.524,"[-10.107, 3.06]",6.583,-0.970,0.355
norefined,k0,0.173,"[-1.11, 1.456]",1.283,0.245,0.812
norefined,k1,0.091,"[-4.157, 4.338]",4.248,0.039,0.970
norefined,k2,-0.187,"[-2.381, 2.008]",2.194,-0.154,0.881
norefined,k3,-0.799,"[-3.277, 1.68]",2.479,-0.584,0.572
norefined,k4,0.353,"[-1.783, 2.489]",2.136,0.300,0.770
norefined,k5,-1.882,"[-6.068, 2.305]",4.187,-0.815,0.434
refined,tt,-0.776,"[-1.593, 0.041]",0.817,-1.722,0.116
refined,c,-3.766,"[-7.463, -0.068]",3.698,-1.846,0.095
refined,s,-1.762,"[-3.768, 0.243]",2.005,-1.593,0.142
refined,k0,0.317,"[-0.487, 1.12]",0.804,0.714,0.492
refined,k1,-2.405,"[-6.54, 1.73]",4.135,-1.054,0.317
refined,k2,0.375,"[-0.447, 1.197]",0.822,0.826,0.428
refined,k3,-1.203,"[-3.33, 0.925]",2.127,-1.025,0.330
refined,k4,-0.736,"[-1.891, 0.418]",1.155,-1.156,0.275
refined,k5,0.114,"[-1.768, 1.996]",1.882,0.110,0.915
