stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.328,"[-2.023, -0.633]",0.695,-3.244,0.003
norefined,c,-5.728,"[-8.964, -2.493]",3.235,-3.008,0.005
norefined,s,-3.195,"[-4.89, -1.501]",1.695,-3.204,0.003
norefined,k0,0.003,"[-0.992, 0.998]",0.995,0.006,0.995
norefined,k1,-0.077,"[-1.096, 0.943]",1.019,-0.128,0.899
norefined,k2,-0.475,"[-1.179, 0.229]",0.704,-1.147,0.261
norefined,k3,-0.843,"[-2.203, 0.518]",1.361,-1.052,0.301
norefined,k4,0.445,"[-0.198, 1.089]",0.643,1.176,0.249
norefined,k5,-1.245,"[-2.465, -0.024]",1.221,-1.733,0.094
refined,tt,-0.812,"[-1.04, -0.584]",0.228,-6.055,0.000
refined,c,-4.437,"[-5.799, -3.075]",1.362,-5.536,0.000
refined,s,-2.176,"[-2.869, -1.484]",0.692,-5.342,0.000
refined,k0,0.593,"[0.205, 0.98]",0.388,2.597,0.015
refined,k1,0.097,"[-0.297, 0.492]",0.394,0.419,0.678
refined,k2,0.052,"[-0.267, 0.37]",0.319,0.275,0.785
refined,k3,-0.249,"[-0.743, 0.245]",0.494,-0.855,0.399
refined,k4,0.116,"[-0.169, 0.401]",0.285,0.690,0.496
refined,k5,0.091,"[-0.29, 0.473]",0.381,0.406,0.688
