stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.455,"[-2.173, -0.738]",0.717,-3.404,0.001
norefined,c,-5.820,"[-9.178, -2.461]",3.359,-2.906,0.006
norefined,s,-3.049,"[-4.748, -1.349]",1.699,-3.009,0.004
norefined,k0,0.032,"[-0.822, 0.886]",0.854,0.063,0.950
norefined,k1,0.242,"[-0.641, 1.125]",0.883,0.460,0.648
norefined,k2,0.101,"[-0.461, 0.664]",0.562,0.303,0.764
norefined,k3,-0.344,"[-1.332, 0.643]",0.987,-0.585,0.562
norefined,k4,0.065,"[-0.48, 0.611]",0.545,0.201,0.842
norefined,k5,-1.013,"[-2.179, 0.154]",1.167,-1.456,0.152
refined,tt,-0.862,"[-1.123, -0.601]",0.261,-5.547,0.000
refined,c,-5.140,"[-6.912, -3.368]",1.772,-4.864,0.000
refined,s,-2.716,"[-3.628, -1.803]",0.913,-4.991,0.000
refined,k0,0.247,"[-0.105, 0.6]",0.352,1.177,0.245
refined,k1,-0.177,"[-0.668, 0.314]",0.491,-0.603,0.549
refined,k2,0.046,"[-0.241, 0.333]",0.287,0.269,0.789
refined,k3,0.432,"[-0.094, 0.959]",0.527,1.377,0.175
refined,k4,-0.305,"[-0.596, -0.014]",0.291,-1.755,0.086
refined,k5,0.271,"[-0.163, 0.706]",0.434,1.048,0.300
