stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.579,"[-2.538, -0.62]",0.959,-2.798,0.009
norefined,c,-6.727,"[-10.872, -2.583]",4.144,-2.758,0.010
norefined,s,-3.620,"[-5.731, -1.508]",2.112,-2.912,0.007
norefined,k0,0.740,"[-0.47, 1.95]",1.210,1.039,0.307
norefined,k1,-0.294,"[-1.257, 0.669]",0.963,-0.518,0.608
norefined,k2,-0.312,"[-1.301, 0.677]",0.989,-0.536,0.596
norefined,k3,0.243,"[-0.474, 0.96]",0.717,0.576,0.569
norefined,k4,1.174,"[-0.067, 2.415]",1.241,1.607,0.119
norefined,k5,-0.682,"[-1.565, 0.2]",0.882,-1.314,0.199
refined,tt,-1.260,"[-1.63, -0.889]",0.370,-5.779,0.000
refined,c,-7.228,"[-9.409, -5.048]",2.181,-5.632,0.000
refined,s,-3.772,"[-4.855, -2.688]",1.083,-5.917,0.000
refined,k0,0.598,"[-0.05, 1.247]",0.648,1.567,0.128
refined,k1,0.422,"[-0.162, 1.005]",0.584,1.228,0.229
refined,k2,0.123,"[-0.358, 0.603]",0.480,0.434,0.668
refined,k3,0.095,"[-0.311, 0.501]",0.406,0.399,0.693
refined,k4,0.174,"[-0.456, 0.804]",0.630,0.469,0.642
refined,k5,0.352,"[-0.219, 0.923]",0.571,1.047,0.304
