stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.435,"[-2.132, -0.739]",0.697,-3.456,0.001
norefined,c,-6.744,"[-10.075, -3.413]",3.331,-3.396,0.001
norefined,s,-3.537,"[-5.188, -1.885]",1.651,-3.592,0.001
norefined,k0,0.837,"[-0.253, 1.926]",1.089,1.288,0.204
norefined,k1,-0.303,"[-1.101, 0.495]",0.798,-0.637,0.527
norefined,k2,-0.575,"[-1.533, 0.383]",0.958,-1.007,0.319
norefined,k3,-0.034,"[-0.688, 0.62]",0.654,-0.088,0.930
norefined,k4,1.238,"[-0.057, 2.534]",1.295,1.603,0.115
norefined,k5,-0.988,"[-1.928, -0.048]",0.940,-1.763,0.084
refined,tt,-1.014,"[-1.32, -0.708]",0.306,-5.553,0.000
refined,c,-5.982,"[-7.788, -4.176]",1.806,-5.556,0.000
refined,s,-3.133,"[-4.091, -2.175]",0.958,-5.485,0.000
refined,k0,0.142,"[-0.452, 0.735]",0.594,0.401,0.690
refined,k1,-0.133,"[-0.59, 0.323]",0.456,-0.490,0.626
refined,k2,-0.113,"[-0.535, 0.309]",0.422,-0.449,0.656
refined,k3,0.142,"[-0.227, 0.51]",0.369,0.645,0.522
refined,k4,0.328,"[-0.363, 1.018]",0.691,0.796,0.430
refined,k5,0.139,"[-0.396, 0.674]",0.535,0.436,0.665
