stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,78.303,1.765,0.000,57,0,9,1837514900.160,117174458.452
refined,185.470,1.765,0.000,57,0,9,1837514900.160,51362298.684
