stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.772,"[-2.35, 0.806]",1.578,-0.886,0.396
norefined,c,-6.689,"[-16.963, 3.585]",10.274,-1.180,0.265
norefined,s,-2.809,"[-7.145, 1.527]",4.336,-1.174,0.268
norefined,k0,-0.264,"[-1.948, 1.42]",1.684,-0.284,0.782
norefined,k1,0.496,"[-2.609, 3.602]",3.106,0.290,0.778
norefined,k2,0.537,"[-1.991, 3.065]",2.528,0.385,0.708
norefined,k3,-0.883,"[-3.15, 1.384]",2.267,-0.706,0.496
norefined,k4,0.581,"[-2.935, 4.098]",3.517,0.300,0.771
norefined,k5,-1.317,"[-3.906, 1.272]",2.589,-0.922,0.378
refined,tt,-8.357,"[-61.676, 44.962]",53.319,-0.284,0.782
refined,c,-65.899,"[-508.481, 376.684]",442.583,-0.270,0.793
refined,s,-27.944,"[-200.551, 144.663]",172.607,-0.293,0.775
refined,k0,-10.284,"[-84.089, 63.52]",73.805,-0.253,0.806
refined,k1,6.929,"[-47.929, 61.786]",54.858,0.229,0.824
refined,k2,8.365,"[-66.375, 83.105]",74.740,0.203,0.843
refined,k3,-11.516,"[-80.243, 57.212]",68.728,-0.304,0.768
refined,k4,17.446,"[-125.791, 160.682]",143.237,0.221,0.830
refined,k5,-18.324,"[-115.794, 79.146]",97.470,-0.341,0.740
