stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,69.388,1.765,0.000,57,0,9,2565069094.065,183085875.163
refined,161.412,1.765,0.000,57,0,9,2565069094.065,82043725.772
