stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.183,-4.939,-4.686,1.406,1.154,1.622,-1.790,0.593,-0.329,1474498350.725,0.037
norefined,2,-0.652,-5.003,-4.637,1.325,1.077,1.551,-1.834,0.563,-0.386,722811349.610,0.130
norefined,3,-1.104,-5.088,-4.525,1.237,0.985,1.478,-1.868,0.567,-0.441,454578698.865,0.217
norefined,4,-1.405,-5.266,-4.338,1.065,0.818,1.309,-1.874,0.550,-0.518,348134695.012,0.267
norefined,5,-1.609,-5.470,-4.123,0.874,0.637,1.123,-1.783,0.523,-0.609,283259865.261,0.294
norefined,6,-1.479,-5.724,-3.959,0.691,0.434,0.919,-1.637,0.501,-0.665,223669206.078,0.258
norefined,7,-1.176,-5.940,-3.849,0.554,0.250,0.758,-1.493,0.518,-0.657,164131357.672,0.198
norefined,8,-1.298,-6.129,-3.611,0.375,0.035,0.606,-1.293,0.548,-0.672,124433174.132,0.212
norefined,9,-0.872,-6.273,-3.569,0.310,-0.088,0.505,-1.170,0.573,-0.648,138968445.068,0.139
norefined,10,-1.322,-6.290,-3.420,0.220,-0.133,0.507,-1.067,0.577,-0.713,107829561.697,0.210
refined,11,-1.322,-6.290,-3.420,0.220,-0.133,0.507,-1.067,0.577,-0.713,107829561.697,0.210
refined,12,-0.417,-3.729,-1.566,-0.727,0.789,0.008,1.004,-0.917,0.029,160512069.069,0.112
refined,13,-0.813,-5.173,-2.388,-0.742,0.791,-0.239,0.339,-0.408,0.097,60279747.195,0.157
refined,14,-0.952,-5.628,-2.712,-0.385,0.337,-0.132,0.219,-0.389,-0.274,54872838.814,0.169
refined,15,-0.888,-5.336,-2.616,-0.475,0.361,-0.109,0.153,-0.218,-0.304,54623531.362,0.166
refined,16,-0.971,-5.774,-2.812,-0.399,0.356,-0.125,0.176,-0.306,-0.363,54575051.570,0.168
refined,17,-0.910,-5.455,-2.681,-0.445,0.341,-0.117,0.165,-0.255,-0.346,54570357.824,0.167
refined,18,-0.967,-5.754,-2.809,-0.404,0.359,-0.129,0.178,-0.300,-0.370,54556848.144,0.168
refined,19,-0.919,-5.500,-2.701,-0.437,0.341,-0.119,0.167,-0.263,-0.352,54553947.054,0.167
refined,20,-0.961,-5.725,-2.797,-0.408,0.357,-0.128,0.177,-0.295,-0.369,54547043.088,0.168
