stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,17.597,1.727,0.000,0,9,2717467320.842,807847740.099,76
refined,29.103,1.727,0.000,0,9,2717467320.842,553533463.713,76
