stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.633,"[-1.337, 0.071]",0.704,-1.796,0.077
norefined,c,-5.724,"[-11.714, 0.266]",5.990,-1.907,0.061
norefined,s,-2.045,"[-4.065, -0.026]",2.019,-2.022,0.047
norefined,k0,-0.734,"[-2.422, 0.953]",1.688,-0.868,0.388
norefined,k1,0.962,"[-0.766, 2.689]",1.727,1.111,0.270
norefined,k2,0.460,"[-1.571, 2.492]",2.032,0.452,0.653
norefined,k3,-0.849,"[-2.719, 1.021]",1.870,-0.906,0.368
norefined,k4,0.147,"[-1.545, 1.839]",1.692,0.174,0.863
norefined,k5,-0.375,"[-1.886, 1.137]",1.511,-0.495,0.622
refined,tt,-0.146,"[-0.191, -0.102]",0.044,-6.558,0.000
refined,c,-0.876,"[-1.207, -0.545]",0.331,-5.287,0.000
refined,s,-0.485,"[-0.675, -0.295]",0.190,-5.101,0.000
refined,k0,-0.140,"[-0.448, 0.168]",0.308,-0.910,0.366
refined,k1,0.107,"[-0.221, 0.434]",0.328,0.650,0.518
refined,k2,0.172,"[-0.166, 0.511]",0.338,1.017,0.313
refined,k3,0.039,"[-0.366, 0.444]",0.405,0.194,0.847
refined,k4,0.068,"[-0.206, 0.342]",0.274,0.492,0.624
refined,k5,0.152,"[-0.232, 0.535]",0.384,0.790,0.432
