stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,0.825,-5.630,-1.595,-0.606,1.518,0.501,-0.852,0.056,-0.864,6974090920.189,1584,0,0,-0.146
norefined,2,0.357,-5.676,-1.650,-0.645,1.427,0.439,-0.924,-0.020,-0.905,3171266420.970,1584,0,0,-0.063
norefined,3,-0.126,-5.702,-1.670,-0.677,1.354,0.385,-0.979,-0.073,-0.922,981213975.936,1584,0,0,0.022
norefined,4,-0.611,-5.705,-1.688,-0.697,1.264,0.346,-1.027,-0.107,-0.896,521006302.362,1584,0,0,0.107
norefined,5,-1.048,-5.662,-1.803,-0.712,1.107,0.329,-1.055,-0.101,-0.760,570860865.870,1584,0,0,0.185
norefined,6,-0.602,-5.705,-1.977,-0.775,1.009,0.332,-1.034,-0.063,-0.700,456344091.290,1584,0,0,0.106
norefined,7,-1.086,-5.665,-1.971,-0.753,0.933,0.328,-1.054,-0.073,-0.613,488166987.754,1584,0,0,0.192
norefined,8,-0.633,-5.707,-2.132,-0.816,0.842,0.335,-1.029,-0.035,-0.560,409421628.946,1584,0,0,0.111
norefined,9,-1.120,-5.664,-2.108,-0.788,0.782,0.335,-1.041,-0.044,-0.482,430640390.310,1584,0,0,0.198
norefined,10,-0.659,-5.708,-2.257,-0.850,0.701,0.343,-1.015,-0.011,-0.443,376691960.095,1584,0,0,0.115
refined,11,-0.659,-5.708,-2.257,-0.850,0.701,0.343,-1.015,-0.011,-0.443,376691960.095,1584,0,0,0.115
refined,12,-0.810,-3.506,-2.041,-0.413,-0.294,-0.189,0.217,-0.027,0.275,270764659.221,1584,0,0,0.231
refined,13,-0.947,-5.013,-2.586,-0.666,-0.111,-0.134,-0.186,-0.092,0.111,170818542.844,1584,0,0,0.189
refined,14,-0.997,-5.459,-2.785,-0.543,-0.106,-0.011,-0.182,-0.052,0.033,168354618.130,1584,0,0,0.183
refined,15,-1.013,-5.554,-2.837,-0.513,-0.109,0.004,-0.172,-0.039,0.029,168304806.010,1584,0,0,0.182
refined,16,-1.016,-5.572,-2.847,-0.509,-0.110,0.007,-0.173,-0.036,0.030,168303167.536,1584,0,0,0.182
refined,17,-1.017,-5.575,-2.848,-0.508,-0.110,0.007,-0.173,-0.036,0.030,168303113.392,1584,0,0,0.182
refined,18,-1.017,-5.576,-2.849,-0.508,-0.110,0.007,-0.173,-0.036,0.030,168303111.611,1584,0,0,0.182
refined,19,-1.017,-5.576,-2.849,-0.508,-0.110,0.007,-0.173,-0.036,0.030,168303111.552,1584,0,0,0.182
refined,20,-1.017,-5.576,-2.849,-0.508,-0.110,0.007,-0.173,-0.036,0.030,168303111.550,1584,0,0,0.182
