stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.470,"[-0.828, -0.112]",0.358,-2.190,0.032
norefined,c,-5.030,"[-8.674, -1.386]",3.644,-2.302,0.024
norefined,s,-2.323,"[-4.015, -0.631]",1.692,-2.290,0.025
norefined,k0,-0.573,"[-1.63, 0.484]",1.057,-0.904,0.369
norefined,k1,0.842,"[-0.255, 1.939]",1.097,1.280,0.205
norefined,k2,-0.862,"[-1.966, 0.241]",1.103,-1.303,0.197
norefined,k3,-1.088,"[-2.542, 0.365]",1.454,-1.249,0.216
norefined,k4,0.131,"[-0.658, 0.92]",0.789,0.277,0.783
norefined,k5,0.776,"[-0.379, 1.931]",1.155,1.121,0.267
refined,tt,-1.310,"[-2.811, 0.192]",1.501,-1.455,0.150
refined,c,-8.076,"[-16.699, 0.548]",8.624,-1.562,0.123
refined,s,-4.280,"[-8.884, 0.325]",4.604,-1.550,0.126
refined,k0,0.527,"[-0.724, 1.779]",1.252,0.702,0.485
refined,k1,-0.606,"[-2.337, 1.126]",1.732,-0.583,0.562
refined,k2,-0.036,"[-1.531, 1.459]",1.495,-0.040,0.968
refined,k3,-0.152,"[-1.69, 1.386]",1.538,-0.164,0.870
refined,k4,-0.522,"[-1.518, 0.475]",0.996,-0.874,0.385
refined,k5,-0.383,"[-1.892, 1.125]",1.509,-0.424,0.673
