stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.697,"[-1.997, 0.603]",1.300,-0.972,0.354
norefined,c,-5.575,"[-16.907, 5.758]",11.333,-0.892,0.394
norefined,s,-4.446,"[-14.413, 5.521]",9.967,-0.808,0.438
norefined,k0,-0.924,"[-5.804, 3.956]",4.880,-0.343,0.739
norefined,k1,-0.870,"[-3.582, 1.841]",2.711,-0.582,0.574
norefined,k2,-0.022,"[-2.962, 2.918]",2.940,-0.014,0.989
norefined,k3,-0.793,"[-3.507, 1.92]",2.713,-0.530,0.608
norefined,k4,1.561,"[-4.312, 7.433]",5.872,0.482,0.640
norefined,k5,0.238,"[-3.16, 3.635]",3.397,0.127,0.902
refined,tt,-1.478,"[-2.392, -0.564]",0.914,-2.930,0.015
refined,c,-9.135,"[-14.597, -3.673]",5.462,-3.031,0.013
refined,s,-4.220,"[-6.792, -1.649]",2.572,-2.975,0.014
refined,k0,-0.601,"[-1.947, 0.745]",1.346,-0.809,0.437
refined,k1,0.010,"[-1.393, 1.413]",1.403,0.013,0.990
refined,k2,-1.588,"[-3.101, -0.075]",1.513,-1.903,0.086
refined,k3,0.190,"[-0.828, 1.208]",1.018,0.338,0.742
refined,k4,0.775,"[-1.476, 3.026]",2.251,0.624,0.547
refined,k5,1.377,"[-0.436, 3.191]",1.813,1.377,0.199
