stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,47.351,1.727,0.000,76,0,9,2963897342.533,402669038.946
refined,66.837,1.727,0.000,76,0,9,2963897342.533,297039378.058
