stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-2.471,-4.467,-3.061,0.032,-0.089,-0.469,0.439,1.694,0.097,1997498292.174,0.553
norefined,2,-2.072,-4.550,-3.261,-0.071,-0.193,-0.457,0.386,1.626,-0.026,1246086665.181,0.455
norefined,3,-1.658,-4.602,-3.459,-0.137,-0.293,-0.422,0.332,1.585,-0.153,717287506.557,0.360
norefined,4,-1.232,-4.686,-3.575,-0.198,-0.401,-0.379,0.241,1.512,-0.285,467648190.072,0.263
norefined,5,-1.440,-4.820,-3.478,-0.212,-0.554,-0.383,0.124,1.143,-0.361,427621582.765,0.299
norefined,6,-0.977,-4.917,-3.550,-0.238,-0.615,-0.335,0.068,1.082,-0.449,476907811.117,0.199
norefined,7,-1.448,-4.920,-3.444,-0.200,-0.632,-0.369,0.067,0.971,-0.406,411763122.554,0.294
norefined,8,-0.972,-5.004,-3.526,-0.220,-0.669,-0.328,0.026,0.949,-0.474,458187970.759,0.194
norefined,9,-1.446,-5.003,-3.417,-0.181,-0.676,-0.359,0.032,0.852,-0.426,402669038.946,0.289
norefined,10,-0.967,-5.080,-3.505,-0.200,-0.701,-0.322,-0.005,0.847,-0.485,447169896.581,0.190
refined,11,-1.446,-5.003,-3.417,-0.181,-0.676,-0.359,0.032,0.852,-0.426,402669038.946,0.289
refined,12,-1.214,-6.564,-3.249,0.166,0.356,-0.328,-1.039,0.018,-0.258,309003258.460,0.185
refined,13,-1.503,-8.032,-4.016,0.158,0.195,-0.403,-1.022,0.025,-0.414,298140391.228,0.187
refined,14,-1.634,-8.793,-4.390,0.226,0.155,-0.492,-1.067,0.024,-0.467,297175986.930,0.186
refined,15,-1.689,-9.123,-4.543,0.267,0.158,-0.530,-1.103,0.021,-0.489,297056446.947,0.185
refined,16,-1.708,-9.239,-4.598,0.284,0.158,-0.542,-1.113,0.021,-0.497,297041523.368,0.185
refined,17,-1.715,-9.281,-4.618,0.290,0.158,-0.545,-1.116,0.022,-0.499,297039652.097,0.185
refined,18,-1.718,-9.295,-4.625,0.293,0.158,-0.546,-1.117,0.022,-0.499,297039413.307,0.185
refined,19,-1.719,-9.301,-4.627,0.294,0.157,-0.546,-1.118,0.022,-0.499,297039382.204,0.185
refined,20,-1.719,-9.303,-4.628,0.294,0.157,-0.546,-1.118,0.022,-0.499,297039378.058,0.185
