stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-2.471,-4.467,-3.061,0.032,-0.089,-0.469,0.439,1.694,0.097,1905142802.654,0.553
norefined,2,-2.059,-4.558,-3.256,-0.050,-0.190,-0.470,0.406,1.628,-0.010,1206106980.078,0.452
norefined,3,-1.632,-4.628,-3.438,-0.103,-0.291,-0.452,0.379,1.581,-0.126,818845167.068,0.353
norefined,4,-1.212,-4.761,-3.490,-0.144,-0.416,-0.439,0.315,1.463,-0.260,716541804.820,0.255
norefined,5,-1.600,-4.834,-3.325,-0.084,-0.468,-0.516,0.328,1.231,-0.233,711410155.230,0.331
norefined,6,-1.142,-4.942,-3.390,-0.107,-0.553,-0.510,0.287,1.170,-0.338,658686128.481,0.231
norefined,7,-1.555,-4.989,-3.203,-0.040,-0.548,-0.579,0.341,1.011,-0.271,661664378.367,0.312
norefined,8,-1.084,-5.078,-3.289,-0.053,-0.609,-0.573,0.310,0.984,-0.352,623367295.854,0.213
norefined,9,-1.497,-5.118,-3.097,0.012,-0.587,-0.644,0.368,0.839,-0.272,627303201.094,0.292
norefined,10,-1.021,-5.189,-3.203,0.005,-0.630,-0.635,0.335,0.832,-0.339,597057569.103,0.197
refined,11,-1.021,-5.189,-3.203,0.005,-0.630,-0.635,0.335,0.832,-0.339,597057569.103,0.197
refined,12,-0.735,-5.336,-1.989,0.654,0.449,-0.934,-0.655,-0.257,0.198,546794829.916,0.138
refined,13,-0.920,-5.793,-2.554,0.602,-0.046,-1.105,-0.199,0.142,-0.087,438339662.294,0.159
refined,14,-1.093,-6.641,-3.016,0.577,0.168,-1.298,-0.202,0.125,-0.339,431837952.898,0.165
refined,15,-1.178,-7.024,-3.210,0.495,0.408,-1.404,-0.236,0.066,-0.546,430056212.377,0.168
refined,16,-1.264,-7.498,-3.439,0.484,0.539,-1.538,-0.240,0.060,-0.683,429408006.715,0.169
refined,17,-1.309,-7.702,-3.557,0.434,0.650,-1.584,-0.229,0.023,-0.786,429060291.799,0.170
refined,18,-1.369,-8.027,-3.725,0.415,0.740,-1.670,-0.218,0.010,-0.877,428814912.814,0.171
refined,19,-1.415,-8.247,-3.852,0.371,0.832,-1.720,-0.204,-0.022,-0.965,428591255.426,0.172
refined,20,-1.482,-8.604,-4.041,0.342,0.932,-1.811,-0.191,-0.043,-1.067,428351326.940,0.172
