stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.095,"[-3.651, 1.462]",2.556,-0.776,0.456
norefined,c,-6.606,"[-22.846, 9.633]",16.240,-0.737,0.478
norefined,s,-2.778,"[-9.799, 4.243]",7.021,-0.717,0.490
norefined,k0,-0.505,"[-3.103, 2.093]",2.598,-0.352,0.732
norefined,k1,-0.671,"[-3.753, 2.41]",3.081,-0.395,0.701
norefined,k2,-0.253,"[-2.43, 1.924]",2.177,-0.210,0.838
norefined,k3,-0.429,"[-3.389, 2.53]",2.959,-0.263,0.798
norefined,k4,0.045,"[-1.612, 1.702]",1.657,0.049,0.962
norefined,k5,1.122,"[-2.493, 4.737]",3.615,0.563,0.586
refined,tt,-1.095,"[-3.651, 1.462]",2.556,-0.776,0.456
refined,c,-6.606,"[-22.846, 9.633]",16.240,-0.737,0.478
refined,s,-2.778,"[-9.799, 4.243]",7.021,-0.717,0.490
refined,k0,-0.505,"[-3.103, 2.093]",2.598,-0.352,0.732
refined,k1,-0.671,"[-3.753, 2.41]",3.081,-0.395,0.701
refined,k2,-0.253,"[-2.43, 1.924]",2.177,-0.210,0.838
refined,k3,-0.429,"[-3.389, 2.53]",2.959,-0.263,0.798
refined,k4,0.045,"[-1.612, 1.702]",1.657,0.049,0.962
refined,k5,1.122,"[-2.493, 4.737]",3.615,0.563,0.586
