stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-1.773,-4.320,-2.978,-0.621,-1.884,-0.342,-1.123,0.215,1.111,1228255963.012,1584,0,0,0.410
norefined,2,-1.329,-4.409,-3.149,-0.584,-1.825,-0.354,-1.110,0.124,1.062,904105062.771,1584,0,0,0.301
norefined,3,-0.890,-4.531,-3.212,-0.448,-1.706,-0.365,-1.119,0.062,1.018,736173608.931,1584,0,0,0.196
norefined,4,-1.257,-4.597,-3.093,-0.216,-1.521,-0.449,-1.090,0.060,0.996,704705791.747,1584,0,0,0.273
norefined,5,-0.798,-4.704,-3.155,-0.112,-1.424,-0.442,-1.103,0.016,0.950,626671513.443,1584,0,0,0.170
norefined,6,-1.249,-4.722,-3.045,0.022,-1.319,-0.505,-1.072,0.027,0.941,616338421.203,1584,0,0,0.265
norefined,7,-0.780,-4.816,-3.119,0.095,-1.243,-0.489,-1.081,-0.015,0.897,553724635.982,1584,0,0,0.162
norefined,8,-1.244,-4.822,-3.016,0.202,-1.155,-0.544,-1.049,-0.004,0.887,559831341.219,1584,0,0,0.258
norefined,9,-0.770,-4.905,-3.103,0.253,-1.093,-0.523,-1.054,-0.048,0.846,506645731.839,1584,0,0,0.157
norefined,10,-1.243,-4.904,-3.006,0.339,-1.020,-0.571,-1.022,-0.038,0.833,523804090.008,1584,0,0,0.254
refined,11,-0.770,-4.905,-3.103,0.253,-1.093,-0.523,-1.054,-0.048,0.846,506645731.839,1584,0,0,0.157
refined,12,-0.540,-2.345,-0.991,1.100,-0.143,0.528,1.531,-1.258,-0.971,790981689.615,1584,0,0,0.230
refined,13,-0.444,-2.392,-1.128,0.615,0.217,-0.123,0.469,-0.681,-0.230,277634531.370,1584,0,0,0.186
refined,14,-0.615,-3.322,-1.676,0.778,0.095,-0.075,0.480,-0.912,-0.131,240702729.197,1584,0,0,0.185
refined,15,-0.823,-4.411,-2.312,1.088,-0.146,0.025,0.562,-1.104,0.007,230414314.876,1584,0,0,0.187
refined,16,-0.937,-5.002,-2.673,1.324,-0.338,0.057,0.656,-1.215,0.059,228602332.252,1584,0,0,0.187
refined,17,-0.986,-5.268,-2.844,1.448,-0.454,0.033,0.725,-1.263,0.089,228133564.658,1584,0,0,0.187
refined,18,-1.021,-5.457,-2.966,1.533,-0.530,0.018,0.773,-1.292,0.110,227958817.908,1584,0,0,0.187
refined,19,-1.046,-5.591,-3.052,1.593,-0.584,0.006,0.807,-1.314,0.125,227879101.872,1584,0,0,0.187
refined,20,-1.065,-5.693,-3.118,1.639,-0.624,-0.002,0.833,-1.329,0.136,227838164.483,1584,0,0,0.187
