attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.771,"[-1.499, -0.042]",0.728,-2.112,0.038,53,0.800,936198627.889,0.248,-1.000,0.229,0,0,fn
c,-3.922,"[-7.342, -0.502]",3.420,-2.289,0.025,53,0.800,936198627.889,0.248,-6.000,2.078,0,0,fn
s,-2.296,"[-4.366, -0.225]",2.071,-2.213,0.030,53,0.800,936198627.889,0.248,-3.000,0.704,0,0,fn
k0,1.370,"[-0.116, 2.857]",1.486,1.841,0.070,53,0.800,936198627.889,0.248,0.000,1.370,0,1,fp
k1,0.006,"[-1.271, 1.283]",1.277,0.010,0.992,53,0.800,936198627.889,0.248,0.000,0.006,0,0,fp
k2,-0.469,"[-1.452, 0.515]",0.983,-0.951,0.345,53,0.800,936198627.889,0.248,0.000,-0.469,0,0,fp
k3,-0.798,"[-1.922, 0.327]",1.125,-1.416,0.162,53,0.800,936198627.889,0.248,0.000,-0.798,0,0,fp
k4,0.189,"[-0.923, 1.3]",1.112,0.339,0.736,53,0.800,936198627.889,0.248,0.000,0.189,0,0,fp
k5,1.410,"[-0.159, 2.979]",1.569,1.793,0.077,53,0.800,936198627.889,0.248,0.000,1.410,0,1,fp
vot,0.197,,,,,53,0.800,936198627.889,0.248,0.167,0.030,0,0,fn
tt,-0.285,"[-0.362, -0.207]",0.078,-7.316,0.000,53,0.900,180298871.220,0.124,-1.000,0.715,0,0,fn
c,-2.111,"[-2.661, -1.561]",0.550,-7.663,0.000,53,0.900,180298871.220,0.124,-6.000,3.889,0,0,fn
s,-1.178,"[-1.468, -0.888]",0.290,-8.104,0.000,53,0.900,180298871.220,0.124,-3.000,1.822,0,0,fn
k0,0.432,"[0.101, 0.763]",0.331,2.608,0.011,53,0.900,180298871.220,0.124,0.000,0.432,0,1,fp
k1,0.274,"[-0.06, 0.609]",0.334,1.638,0.106,53,0.900,180298871.220,0.124,0.000,0.274,0,0,fp
k2,0.014,"[-0.2, 0.228]",0.214,0.133,0.894,53,0.900,180298871.220,0.124,0.000,0.014,0,0,fp
k3,0.110,"[-0.121, 0.341]",0.231,0.950,0.345,53,0.900,180298871.220,0.124,0.000,0.110,0,0,fp
k4,0.102,"[-0.148, 0.352]",0.250,0.816,0.418,53,0.900,180298871.220,0.124,0.000,0.102,0,0,fp
k5,-0.087,"[-0.316, 0.141]",0.228,-0.763,0.448,53,0.900,180298871.220,0.124,0.000,-0.087,0,0,fp
vot,0.135,,,,,53,0.900,180298871.220,0.124,0.167,-0.032,0,0,fn
tt,-1.203,"[-1.834, -0.572]",0.631,-3.805,0.000,53,1.100,106491727.842,0.115,-1.000,-0.203,0,0,fn
c,-6.485,"[-9.831, -3.14]",3.346,-3.869,0.000,53,1.100,106491727.842,0.115,-6.000,-0.485,0,0,fn
s,-3.142,"[-4.72, -1.563]",1.578,-3.973,0.000,53,1.100,106491727.842,0.115,-3.000,-0.142,0,0,fn
k0,-0.403,"[-1.18, 0.375]",0.778,-1.033,0.305,53,1.100,106491727.842,0.115,0.000,-0.403,0,0,fp
k1,-0.825,"[-1.659, 0.01]",0.835,-1.972,0.053,53,1.100,106491727.842,0.115,0.000,-0.825,0,1,fp
k2,0.315,"[-0.134, 0.763]",0.449,1.400,0.166,53,1.100,106491727.842,0.115,0.000,0.315,0,0,fp
k3,-0.288,"[-0.868, 0.292]",0.580,-0.990,0.326,53,1.100,106491727.842,0.115,0.000,-0.288,0,0,fp
k4,-0.060,"[-0.581, 0.461]",0.521,-0.231,0.818,53,1.100,106491727.842,0.115,0.000,-0.060,0,0,fp
k5,0.146,"[-0.251, 0.544]",0.398,0.735,0.465,53,1.100,106491727.842,0.115,0.000,0.146,0,0,fp
vot,0.186,,,,,53,1.100,106491727.842,0.115,0.167,0.019,0,0,fn
tt,-1.303,"[-2.376, -0.23]",1.073,-2.423,0.018,53,1.200,345936813.198,0.230,-1.000,-0.303,0,0,fn
c,-6.488,"[-11.828, -1.147]",5.340,-2.425,0.018,53,1.200,345936813.198,0.230,-6.000,-0.488,0,0,fn
s,-2.927,"[-5.262, -0.592]",2.335,-2.502,0.015,53,1.200,345936813.198,0.230,-3.000,0.073,0,0,fn
k0,-0.663,"[-2.141, 0.815]",1.478,-0.895,0.374,53,1.200,345936813.198,0.230,0.000,-0.663,0,0,fp
k1,-1.095,"[-2.785, 0.595]",1.690,-1.293,0.200,53,1.200,345936813.198,0.230,0.000,-1.095,0,0,fp
k2,0.145,"[-0.706, 0.995]",0.850,0.340,0.735,53,1.200,345936813.198,0.230,0.000,0.145,0,0,fp
k3,-0.224,"[-1.298, 0.849]",1.073,-0.417,0.678,53,1.200,345936813.198,0.230,0.000,-0.224,0,0,fp
k4,0.006,"[-0.932, 0.944]",0.938,0.014,0.989,53,1.200,345936813.198,0.230,0.000,0.006,0,0,fp
k5,-0.306,"[-1.0, 0.387]",0.693,-0.882,0.381,53,1.200,345936813.198,0.230,0.000,-0.306,0,0,fp
vot,0.201,,,,,53,1.200,345936813.198,0.230,0.167,0.034,0,0,fn
