stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,0.060,-4.731,-2.292,-1.201,-1.504,0.672,-1.565,0.354,1.538,1500278818.926,1584,0,0,-0.013
norefined,2,-0.434,-4.720,-2.303,-1.236,-1.512,0.633,-1.601,0.342,1.501,702404283.776,1584,0,0,0.092
norefined,3,-0.926,-4.683,-2.314,-1.262,-1.456,0.603,-1.600,0.359,1.471,762427717.781,1584,0,0,0.198
norefined,4,-0.450,-4.795,-2.346,-1.223,-1.412,0.586,-1.537,0.316,1.475,677168459.864,1584,0,0,0.094
norefined,5,-0.942,-4.755,-2.354,-1.248,-1.360,0.558,-1.539,0.337,1.441,739378540.576,1584,0,0,0.198
norefined,6,-0.465,-4.866,-2.382,-1.207,-1.317,0.545,-1.476,0.295,1.444,654358507.162,1584,0,0,0.096
norefined,7,-0.958,-4.825,-2.387,-1.232,-1.270,0.518,-1.481,0.318,1.408,718829291.121,1584,0,0,0.199
norefined,8,-0.481,-4.935,-2.412,-1.190,-1.227,0.508,-1.417,0.278,1.410,633524247.786,1584,0,0,0.097
norefined,9,-0.974,-4.892,-2.414,-1.214,-1.184,0.482,-1.424,0.302,1.371,700145414.738,1584,0,0,0.199
norefined,10,-0.496,-5.001,-2.437,-1.171,-1.142,0.474,-1.359,0.264,1.373,614349903.102,1584,0,0,0.099
refined,11,-0.496,-5.001,-2.437,-1.171,-1.142,0.474,-1.359,0.264,1.373,614349903.102,1584,0,0,0.099
refined,12,-0.558,-2.285,-1.024,1.316,1.143,0.229,1.426,-0.439,-1.930,2835270617.167,1584,0,0,0.244
refined,13,0.099,-0.830,-0.235,-0.699,-1.072,-0.333,-0.983,1.022,1.728,3446810020.487,1584,0,0,-0.119
refined,14,-0.259,-1.342,-0.614,0.438,0.272,0.117,0.564,0.074,-0.672,979846443.491,1584,0,0,0.193
refined,15,-0.241,-1.739,-0.725,0.188,-0.031,0.024,0.106,0.310,0.047,330148758.756,1584,0,0,0.139
refined,16,-0.287,-2.059,-0.870,0.155,-0.073,0.038,0.054,0.351,0.127,305252322.278,1584,0,0,0.139
refined,17,-0.322,-2.274,-0.985,0.153,-0.070,0.035,0.039,0.359,0.125,298518979.531,1584,0,0,0.141
refined,18,-0.354,-2.470,-1.093,0.155,-0.059,0.033,0.032,0.359,0.109,294372439.670,1584,0,0,0.143
refined,19,-0.391,-2.694,-1.216,0.160,-0.045,0.035,0.027,0.355,0.088,290429902.875,1584,0,0,0.145
refined,20,-0.441,-3.001,-1.384,0.167,-0.024,0.044,0.025,0.344,0.053,285236074.373,1584,0,0,0.147
