stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.753,"[-1.357, -0.15]",0.603,-2.492,0.015
norefined,c,-4.950,"[-8.628, -1.273]",3.678,-2.687,0.009
norefined,s,-2.719,"[-4.984, -0.453]",2.266,-2.395,0.019
norefined,k0,-1.097,"[-2.81, 0.616]",1.713,-1.278,0.206
norefined,k1,-0.931,"[-2.221, 0.36]",1.291,-1.439,0.155
norefined,k2,0.322,"[-1.121, 1.766]",1.444,0.446,0.657
norefined,k3,-1.116,"[-2.901, 0.67]",1.785,-1.247,0.217
norefined,k4,0.011,"[-1.211, 1.233]",1.222,0.018,0.986
norefined,k5,1.410,"[-0.432, 3.252]",1.842,1.528,0.131
refined,tt,-1.076,"[-1.65, -0.501]",0.574,-3.740,0.000
refined,c,-5.058,"[-7.647, -2.469]",2.589,-3.899,0.000
refined,s,-2.684,"[-4.153, -1.216]",1.468,-3.650,0.001
refined,k0,-0.031,"[-0.897, 0.835]",0.866,-0.072,0.943
refined,k1,-0.136,"[-0.867, 0.595]",0.731,-0.372,0.711
refined,k2,0.012,"[-1.032, 1.055]",1.043,0.022,0.982
refined,k3,-0.201,"[-1.14, 0.738]",0.939,-0.427,0.671
refined,k4,-0.299,"[-1.255, 0.656]",0.956,-0.625,0.534
refined,k5,0.168,"[-0.716, 1.052]",0.884,0.379,0.706
