stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.309,"[-2.106, -0.513]",0.796,-3.282,0.002
norefined,c,-5.171,"[-8.363, -1.979]",3.192,-3.234,0.002
norefined,s,-2.571,"[-4.397, -0.746]",1.825,-2.812,0.006
norefined,k0,0.004,"[-1.228, 1.235]",1.232,0.006,0.995
norefined,k1,-0.528,"[-1.421, 0.366]",0.893,-1.179,0.243
norefined,k2,1.095,"[-0.316, 2.506]",1.411,1.550,0.126
norefined,k3,0.348,"[-0.481, 1.178]",0.830,0.838,0.405
norefined,k4,0.674,"[-0.559, 1.908]",1.234,1.091,0.279
norefined,k5,-1.174,"[-2.325, -0.024]",1.150,-2.038,0.045
refined,tt,-0.981,"[-1.47, -0.492]",0.489,-4.005,0.000
refined,c,-5.624,"[-8.373, -2.875]",2.749,-4.084,0.000
refined,s,-2.590,"[-4.0, -1.18]",1.410,-3.666,0.000
refined,k0,0.029,"[-0.807, 0.866]",0.837,0.070,0.945
refined,k1,0.327,"[-0.449, 1.104]",0.776,0.842,0.403
refined,k2,-0.109,"[-1.14, 0.921]",1.031,-0.212,0.833
refined,k3,-0.224,"[-0.794, 0.346]",0.570,-0.785,0.436
refined,k4,-0.115,"[-0.979, 0.749]",0.864,-0.266,0.791
refined,k5,0.034,"[-0.69, 0.758]",0.724,0.094,0.925
