stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.697,"[-1.435, 0.042]",0.738,-1.883,0.064
norefined,c,-4.977,"[-10.206, 0.251]",5.228,-1.900,0.062
norefined,s,-2.722,"[-5.74, 0.296]",3.018,-1.800,0.076
norefined,k0,0.165,"[-1.628, 1.958]",1.793,0.184,0.855
norefined,k1,-0.693,"[-1.881, 0.495]",1.188,-1.164,0.248
norefined,k2,1.294,"[-0.718, 3.305]",2.012,1.284,0.204
norefined,k3,0.889,"[-0.495, 2.274]",1.385,1.282,0.204
norefined,k4,0.832,"[-0.996, 2.661]",1.828,0.909,0.367
norefined,k5,-1.419,"[-3.557, 0.72]",2.139,-1.324,0.190
refined,tt,-0.177,"[-0.237, -0.118]",0.060,-5.934,0.000
refined,c,-0.962,"[-1.309, -0.615]",0.347,-5.530,0.000
refined,s,-0.639,"[-0.842, -0.436]",0.203,-6.290,0.000
refined,k0,-0.152,"[-0.525, 0.222]",0.373,-0.811,0.420
refined,k1,-0.037,"[-0.343, 0.269]",0.306,-0.243,0.809
refined,k2,0.408,"[0.027, 0.79]",0.381,2.139,0.036
refined,k3,0.298,"[0.045, 0.551]",0.253,2.351,0.022
refined,k4,0.103,"[-0.222, 0.428]",0.325,0.632,0.530
refined,k5,0.254,"[-0.072, 0.581]",0.327,1.553,0.125
