stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,76.197,1.857,0.000,0,9,1897512233.487,76986358.147,38
refined,182.977,1.857,0.000,0,9,1897512233.487,32836946.892,38
